Provider,IP_Claim_Count,IP_Unique_Beneficiaries,IP_Total_Reimbursement,IP_Avg_Reimbursement,IP_Total_Deductible,IP_Avg_Deductible,OP_Claim_Count,OP_Unique_Beneficiaries,OP_Total_Reimbursement,OP_Avg_Reimbursement,OP_Total_Deductible,OP_Avg_Deductible,Total_Unique_Beneficiaries,Total_Claim_Count,Total_Reimbursement,Total_Deductible,Claims_Per_Beneficiary,Reimbursement_Per_Beneficiary,Reimbursement_Per_Claim,IP_Claim_Share
PRV53076,0.0,0.0,0.0,0.0,0.0,0.0,105.0,47.0,30840.0,293.7142857142857,560.0,5.333333333333333,47,105.0,30840.0,560.0,2.234042553191489,656.1702127659574,293.7142857142857,0.0
PRV53077,0.0,0.0,0.0,0.0,0.0,0.0,124.0,81.0,38270.0,308.6290322580645,60.0,0.4838709677419355,81,124.0,38270.0,60.0,1.5308641975308641,472.4691358024691,308.6290322580645,0.0
PRV53078,0.0,0.0,0.0,0.0,0.0,0.0,45.0,37.0,10880.0,241.77777777777777,200.0,4.444444444444445,37,45.0,10880.0,200.0,1.2162162162162162,294.05405405405406,241.77777777777777,0.0
PRV53079,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,0.0,1,1.0,50.0,0.0,1.0,50.0,50.0,0.0
PRV53081,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,1800.0,200.0,0.0,0.0,8,9.0,1800.0,0.0,1.125,225.0,200.0,0.0
PRV53083,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,1,1.0,10.0,0.0,1.0,10.0,10.0,0.0
PRV53084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,100.0,100.0,1,1.0,100.0,100.0,1.0,100.0,100.0,0.0
PRV53085,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,640.0,320.0,0.0,0.0,2,2.0,640.0,0.0,1.0,320.0,320.0,0.0
PRV53086,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1060.0,265.0,0.0,0.0,4,4.0,1060.0,0.0,1.0,265.0,265.0,0.0
PRV53087,0.0,0.0,0.0,0.0,0.0,0.0,31.0,16.0,9580.0,309.03225806451616,0.0,0.0,16,31.0,9580.0,0.0,1.9375,598.75,309.03225806451616,0.0
PRV53090,0.0,0.0,0.0,0.0,0.0,0.0,179.0,71.0,58850.0,328.7709497206704,580.0,3.2402234636871508,71,179.0,58850.0,580.0,2.5211267605633805,828.8732394366198,328.7709497206704,0.0
PRV53091,4.0,4.0,19000.0,4750.0,4272.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,19000.0,4272.0,1.0,4750.0,4750.0,1.0
PRV53095,2.0,2.0,36000.0,18000.0,2136.0,1068.0,2.0,2.0,100.0,50.0,0.0,0.0,4,4.0,36100.0,2136.0,1.0,9025.0,9025.0,0.5
PRV53096,0.0,0.0,0.0,0.0,0.0,0.0,130.0,103.0,53000.0,407.6923076923077,440.0,3.3846153846153846,103,130.0,53000.0,440.0,1.2621359223300972,514.5631067961165,407.6923076923077,0.0
PRV53099,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,220.0,110.0,0.0,0.0,2,2.0,220.0,0.0,1.0,110.0,110.0,0.0
PRV53100,5.0,5.0,50000.0,10000.0,5340.0,1068.0,125.0,71.0,36880.0,295.04,380.0,3.04,74,130.0,86880.0,5720.0,1.7567567567567568,1174.054054054054,668.3076923076923,0.038461538461538464
PRV53101,2.0,2.0,9000.0,4500.0,2136.0,1068.0,6.0,6.0,410.0,68.33333333333333,0.0,0.0,8,8.0,9410.0,2136.0,1.0,1176.25,1176.25,0.25
PRV53102,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,5910.0,311.05263157894734,40.0,2.1052631578947367,16,19.0,5910.0,40.0,1.1875,369.375,311.05263157894734,0.0
PRV53103,7.0,7.0,77000.0,11000.0,7476.0,1068.0,72.0,60.0,11440.0,158.88888888888889,200.0,2.7777777777777777,62,79.0,88440.0,7676.0,1.2741935483870968,1426.4516129032259,1119.493670886076,0.08860759493670886
PRV53104,28.0,21.0,239500.0,8553.57142857143,27768.0,1068.0,52.0,38.0,13270.0,255.19230769230768,160.0,3.076923076923077,55,80.0,252770.0,27928.0,1.4545454545454546,4595.818181818182,3159.625,0.35
PRV53106,4.0,2.0,18000.0,4500.0,4272.0,1068.0,40.0,26.0,9140.0,228.5,150.0,3.75,28,44.0,27140.0,4422.0,1.5714285714285714,969.2857142857143,616.8181818181819,0.09090909090909091
PRV53107,9.0,9.0,103000.0,11444.444444444445,9612.0,1068.0,6.0,6.0,390.0,65.0,130.0,21.666666666666668,15,15.0,103390.0,9742.0,1.0,6892.666666666667,6892.666666666667,0.6
PRV53108,5.0,5.0,54000.0,10800.0,5340.0,1068.0,43.0,35.0,15450.0,359.30232558139534,160.0,3.7209302325581395,37,48.0,69450.0,5500.0,1.2972972972972974,1877.027027027027,1446.875,0.10416666666666667
PRV53109,3.0,2.0,15800.0,5266.666666666667,3204.0,1068.0,25.0,20.0,6490.0,259.6,80.0,3.2,22,28.0,22290.0,3284.0,1.2727272727272727,1013.1818181818181,796.0714285714286,0.10714285714285714
PRV53110,1.0,1.0,15000.0,15000.0,1068.0,1068.0,29.0,21.0,8280.0,285.51724137931035,40.0,1.3793103448275863,21,30.0,23280.0,1108.0,1.4285714285714286,1108.5714285714287,776.0,0.03333333333333333
PRV53111,7.0,6.0,57000.0,8142.857142857143,7476.0,1068.0,26.0,23.0,11750.0,451.9230769230769,20.0,0.7692307692307693,29,33.0,68750.0,7496.0,1.1379310344827587,2370.689655172414,2083.3333333333335,0.21212121212121213
PRV53113,0.0,0.0,0.0,0.0,0.0,0.0,81.0,61.0,19320.0,238.5185185185185,370.0,4.567901234567901,61,81.0,19320.0,370.0,1.3278688524590163,316.72131147540983,238.5185185185185,0.0
PRV53114,14.0,10.0,274000.0,19571.428571428572,12816.0,1068.0,15.0,14.0,90680.0,6045.333333333333,1027.0,68.46666666666667,22,29.0,364680.0,13843.0,1.3181818181818181,16576.363636363636,12575.172413793103,0.4827586206896552
PRV53116,0.0,0.0,0.0,0.0,0.0,0.0,44.0,25.0,8230.0,187.04545454545453,50.0,1.1363636363636365,25,44.0,8230.0,50.0,1.76,329.2,187.04545454545453,0.0
PRV53117,18.0,18.0,127000.0,7055.555555555556,18156.0,1068.0,233.0,154.0,88370.0,379.2703862660944,480.0,2.060085836909871,167,251.0,215370.0,18636.0,1.5029940119760479,1289.6407185628743,858.0478087649402,0.07171314741035857
PRV53119,3.0,3.0,24000.0,8000.0,3204.0,1068.0,15.0,11.0,2410.0,160.66666666666666,0.0,0.0,14,18.0,26410.0,3204.0,1.2857142857142858,1886.4285714285713,1467.2222222222222,0.16666666666666666
PRV53120,10.0,10.0,101000.0,10100.0,10680.0,1068.0,55.0,49.0,14950.0,271.8181818181818,0.0,0.0,59,65.0,115950.0,10680.0,1.1016949152542372,1965.2542372881355,1783.8461538461538,0.15384615384615385
PRV53121,48.0,42.0,408000.0,8500.0,49128.0,1068.0,531.0,255.0,154270.0,290.52730696798494,1600.0,3.0131826741996233,279,579.0,562270.0,50728.0,2.075268817204301,2015.304659498208,971.1053540587219,0.08290155440414508
PRV53122,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,8070.0,336.25,200.0,8.333333333333334,18,24.0,8070.0,200.0,1.3333333333333333,448.3333333333333,336.25,0.0
PRV53123,0.0,0.0,0.0,0.0,0.0,0.0,132.0,82.0,45750.0,346.59090909090907,460.0,3.484848484848485,82,132.0,45750.0,460.0,1.6097560975609757,557.9268292682926,346.59090909090907,0.0
PRV53124,20.0,16.0,169000.0,8450.0,20292.0,1068.0,45.0,39.0,9380.0,208.44444444444446,0.0,0.0,53,65.0,178380.0,20292.0,1.2264150943396226,3365.6603773584907,2744.3076923076924,0.3076923076923077
PRV53125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,500.0,250.0,0.0,0.0,2,2.0,500.0,0.0,1.0,250.0,250.0,0.0
PRV53126,0.0,0.0,0.0,0.0,0.0,0.0,34.0,25.0,11820.0,347.6470588235294,80.0,2.3529411764705883,25,34.0,11820.0,80.0,1.36,472.8,347.6470588235294,0.0
PRV53127,1.0,1.0,10000.0,10000.0,1068.0,1068.0,98.0,54.0,19730.0,201.3265306122449,280.0,2.857142857142857,55,99.0,29730.0,1348.0,1.8,540.5454545454545,300.3030303030303,0.010101010101010102
PRV53128,1.0,1.0,6000.0,6000.0,0.0,0.0,32.0,18.0,18220.0,569.375,260.0,8.125,19,33.0,24220.0,260.0,1.736842105263158,1274.7368421052631,733.939393939394,0.030303030303030304
PRV53129,3.0,3.0,75000.0,25000.0,3204.0,1068.0,43.0,36.0,7550.0,175.58139534883722,0.0,0.0,39,46.0,82550.0,3204.0,1.1794871794871795,2116.6666666666665,1794.5652173913043,0.06521739130434782
PRV53131,6.0,6.0,47000.0,7833.333333333333,6408.0,1068.0,7.0,7.0,1330.0,190.0,0.0,0.0,13,13.0,48330.0,6408.0,1.0,3717.6923076923076,3717.6923076923076,0.46153846153846156
PRV53133,0.0,0.0,0.0,0.0,0.0,0.0,159.0,106.0,46660.0,293.45911949685535,490.0,3.0817610062893084,106,159.0,46660.0,490.0,1.5,440.188679245283,293.45911949685535,0.0
PRV53134,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,4030.0,403.0,0.0,0.0,8,10.0,4030.0,0.0,1.25,503.75,403.0,0.0
PRV53135,7.0,6.0,68000.0,9714.285714285714,7476.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7.0,68000.0,7476.0,1.1666666666666667,11333.333333333334,9714.285714285714,1.0
PRV53136,7.0,7.0,146000.0,20857.14285714286,7476.0,1068.0,36.0,33.0,15020.0,417.22222222222223,100.0,2.7777777777777777,40,43.0,161020.0,7576.0,1.075,4025.5,3744.6511627906975,0.16279069767441862
PRV53137,0.0,0.0,0.0,0.0,0.0,0.0,30.0,23.0,8900.0,296.6666666666667,210.0,7.0,23,30.0,8900.0,210.0,1.3043478260869565,386.95652173913044,296.6666666666667,0.0
PRV53138,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1570.0,157.0,0.0,0.0,10,10.0,1570.0,0.0,1.0,157.0,157.0,0.0
PRV53139,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,780.0,86.66666666666667,0.0,0.0,7,9.0,780.0,0.0,1.2857142857142858,111.42857142857143,86.66666666666667,0.0
PRV53140,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,2180.0,103.80952380952381,0.0,0.0,19,21.0,2180.0,0.0,1.105263157894737,114.73684210526316,103.80952380952381,0.0
PRV53141,32.0,30.0,313000.0,9781.25,32040.0,1068.0,73.0,65.0,19720.0,270.13698630136986,340.0,4.657534246575342,93,105.0,332720.0,32380.0,1.1290322580645162,3577.6344086021504,3168.7619047619046,0.3047619047619048
PRV53142,39.0,36.0,377000.0,9666.666666666666,40584.0,1068.0,72.0,64.0,17050.0,236.80555555555554,100.0,1.3888888888888888,98,111.0,394050.0,40684.0,1.1326530612244898,4020.918367346939,3550.0,0.35135135135135137
PRV53143,4.0,3.0,64000.0,16000.0,3204.0,1068.0,8.0,5.0,1670.0,208.75,0.0,0.0,7,12.0,65670.0,3204.0,1.7142857142857142,9381.42857142857,5472.5,0.3333333333333333
PRV53144,4.0,4.0,30300.0,7575.0,3204.0,1068.0,35.0,32.0,6160.0,176.0,30.0,0.8571428571428571,34,39.0,36460.0,3234.0,1.1470588235294117,1072.3529411764705,934.8717948717949,0.10256410256410256
PRV53145,0.0,0.0,0.0,0.0,0.0,0.0,132.0,111.0,34760.0,263.3333333333333,300.0,2.272727272727273,111,132.0,34760.0,300.0,1.1891891891891893,313.15315315315314,263.3333333333333,0.0
PRV53147,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,6760.0,375.55555555555554,140.0,7.777777777777778,16,18.0,6760.0,140.0,1.125,422.5,375.55555555555554,0.0
PRV53148,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,2580.0,172.0,0.0,0.0,13,15.0,2580.0,0.0,1.1538461538461537,198.46153846153845,172.0,0.0
PRV53149,0.0,0.0,0.0,0.0,0.0,0.0,61.0,21.0,14860.0,243.60655737704917,40.0,0.6557377049180327,21,61.0,14860.0,40.0,2.9047619047619047,707.6190476190476,243.60655737704917,0.0
PRV53150,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,3130.0,240.76923076923077,0.0,0.0,5,13.0,3130.0,0.0,2.6,626.0,240.76923076923077,0.0
PRV53151,0.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,6360.0,254.4,120.0,4.8,19,25.0,6360.0,120.0,1.3157894736842106,334.7368421052632,254.4,0.0
PRV53153,6.0,4.0,116000.0,19333.333333333332,5340.0,1068.0,18.0,17.0,5630.0,312.77777777777777,60.0,3.3333333333333335,21,24.0,121630.0,5400.0,1.1428571428571428,5791.9047619047615,5067.916666666667,0.25
PRV53154,0.0,0.0,0.0,0.0,0.0,0.0,52.0,15.0,23670.0,455.1923076923077,140.0,2.6923076923076925,15,52.0,23670.0,140.0,3.466666666666667,1578.0,455.1923076923077,0.0
PRV53156,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,6570.0,410.625,40.0,2.5,10,16.0,6570.0,40.0,1.6,657.0,410.625,0.0
PRV53157,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2190.0,1095.0,0.0,0.0,2,2.0,2190.0,0.0,1.0,1095.0,1095.0,0.0
PRV53158,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,710.0,101.42857142857143,50.0,7.142857142857143,7,7.0,710.0,50.0,1.0,101.42857142857143,101.42857142857143,0.0
PRV53159,2.0,2.0,32000.0,16000.0,2136.0,1068.0,25.0,8.0,4160.0,166.4,0.0,0.0,10,27.0,36160.0,2136.0,2.7,3616.0,1339.2592592592594,0.07407407407407407
PRV53161,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6810.0,972.8571428571429,0.0,0.0,7,7.0,6810.0,0.0,1.0,972.8571428571429,972.8571428571429,0.0
PRV53162,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1350.0,270.0,0.0,0.0,5,5.0,1350.0,0.0,1.0,270.0,270.0,0.0
PRV53163,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,800.0,66.66666666666667,0.0,0.0,3,12.0,800.0,0.0,4.0,266.6666666666667,66.66666666666667,0.0
PRV53164,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.0,4180.0,167.2,40.0,1.6,21,25.0,4180.0,40.0,1.1904761904761905,199.04761904761904,167.2,0.0
PRV53166,1.0,1.0,5000.0,5000.0,1068.0,1068.0,22.0,20.0,3960.0,180.0,0.0,0.0,21,23.0,8960.0,1068.0,1.0952380952380953,426.6666666666667,389.5652173913044,0.043478260869565216
PRV53167,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1770.0,590.0,0.0,0.0,3,3.0,1770.0,0.0,1.0,590.0,590.0,0.0
PRV53168,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2070.0,1035.0,0.0,0.0,2,2.0,2070.0,0.0,1.0,1035.0,1035.0,0.0
PRV53169,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,170.0,42.5,0.0,0.0,4,4.0,170.0,0.0,1.0,42.5,42.5,0.0
PRV53171,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,8330.0,490.0,0.0,0.0,5,17.0,8330.0,0.0,3.4,1666.0,490.0,0.0
PRV53172,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2450.0,816.6666666666666,0.0,0.0,3,3.0,2450.0,0.0,1.0,816.6666666666666,816.6666666666666,0.0
PRV53173,0.0,0.0,0.0,0.0,0.0,0.0,43.0,23.0,16610.0,386.27906976744185,40.0,0.9302325581395349,23,43.0,16610.0,40.0,1.8695652173913044,722.1739130434783,386.27906976744185,0.0
PRV53174,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,260.0,52.0,0.0,0.0,4,5.0,260.0,0.0,1.25,65.0,52.0,0.0
PRV53175,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,710.0,78.88888888888889,0.0,0.0,9,9.0,710.0,0.0,1.0,78.88888888888889,78.88888888888889,0.0
PRV53176,0.0,0.0,0.0,0.0,0.0,0.0,34.0,13.0,6000.0,176.47058823529412,130.0,3.823529411764706,13,34.0,6000.0,130.0,2.6153846153846154,461.53846153846155,176.47058823529412,0.0
PRV53177,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,1520.0,95.0,10.0,0.625,11,16.0,1520.0,10.0,1.4545454545454546,138.1818181818182,95.0,0.0
PRV53178,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,730.0,104.28571428571429,0.0,0.0,5,7.0,730.0,0.0,1.4,146.0,104.28571428571429,0.0
PRV53179,2.0,2.0,14000.0,7000.0,2136.0,1068.0,26.0,25.0,6190.0,238.07692307692307,110.0,4.230769230769231,27,28.0,20190.0,2246.0,1.037037037037037,747.7777777777778,721.0714285714286,0.07142857142857142
PRV53180,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3010.0,602.0,0.0,0.0,4,5.0,3010.0,0.0,1.25,752.5,602.0,0.0
PRV53182,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,33.333333333333336,0.0,0.0,3,3.0,100.0,0.0,1.0,33.333333333333336,33.333333333333336,0.0
PRV53183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,0.0,0.0,1,1.0,80.0,0.0,1.0,80.0,80.0,0.0
PRV53186,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,4710.0,588.75,0.0,0.0,7,8.0,4710.0,0.0,1.1428571428571428,672.8571428571429,588.75,0.0
PRV53187,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,180.0,45.0,0.0,0.0,4,4.0,180.0,0.0,1.0,45.0,45.0,0.0
PRV53188,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1220.0,122.0,0.0,0.0,8,10.0,1220.0,0.0,1.25,152.5,122.0,0.0
PRV53189,4.0,3.0,42000.0,10500.0,4272.0,1068.0,24.0,20.0,11030.0,459.5833333333333,0.0,0.0,23,28.0,53030.0,4272.0,1.2173913043478262,2305.6521739130435,1893.9285714285713,0.14285714285714285
PRV53191,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,3310.0,220.66666666666666,0.0,0.0,3,15.0,3310.0,0.0,5.0,1103.3333333333333,220.66666666666666,0.0
PRV53192,0.0,0.0,0.0,0.0,0.0,0.0,149.0,51.0,40610.0,272.5503355704698,300.0,2.0134228187919465,51,149.0,40610.0,300.0,2.9215686274509802,796.2745098039215,272.5503355704698,0.0
PRV53194,0.0,0.0,0.0,0.0,0.0,0.0,32.0,12.0,22330.0,697.8125,40.0,1.25,12,32.0,22330.0,40.0,2.6666666666666665,1860.8333333333333,697.8125,0.0
PRV53196,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,4480.0,280.0,0.0,0.0,9,16.0,4480.0,0.0,1.7777777777777777,497.77777777777777,280.0,0.0
PRV53197,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,500.0,125.0,0.0,0.0,4,4.0,500.0,0.0,1.0,125.0,125.0,0.0
PRV53198,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,250.0,41.666666666666664,0.0,0.0,5,6.0,250.0,0.0,1.2,50.0,41.666666666666664,0.0
PRV53201,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,14220.0,1093.8461538461538,0.0,0.0,8,13.0,14220.0,0.0,1.625,1777.5,1093.8461538461538,0.0
PRV53202,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,670.0,60.90909090909091,0.0,0.0,8,11.0,670.0,0.0,1.375,83.75,60.90909090909091,0.0
PRV53203,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,420.0,60.0,0.0,0.0,5,7.0,420.0,0.0,1.4,84.0,60.0,0.0
PRV53204,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3020.0,431.42857142857144,0.0,0.0,6,7.0,3020.0,0.0,1.1666666666666667,503.3333333333333,431.42857142857144,0.0
PRV53205,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,1280.0,91.42857142857143,100.0,7.142857142857143,10,14.0,1280.0,100.0,1.4,128.0,91.42857142857143,0.0
PRV53206,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,570.0,190.0,0.0,0.0,2,3.0,570.0,0.0,1.5,285.0,190.0,0.0
PRV53207,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,500.0,50.0,0.0,0.0,7,10.0,500.0,0.0,1.4285714285714286,71.42857142857143,50.0,0.0
PRV53208,4.0,4.0,55000.0,13750.0,4272.0,1068.0,19.0,13.0,3500.0,184.21052631578948,0.0,0.0,17,23.0,58500.0,4272.0,1.3529411764705883,3441.176470588235,2543.478260869565,0.17391304347826086
PRV53210,3.0,3.0,21000.0,7000.0,3204.0,1068.0,29.0,27.0,6050.0,208.6206896551724,0.0,0.0,30,32.0,27050.0,3204.0,1.0666666666666667,901.6666666666666,845.3125,0.09375
PRV53211,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3460.0,865.0,0.0,0.0,3,4.0,3460.0,0.0,1.3333333333333333,1153.3333333333333,865.0,0.0
PRV53212,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,50.0,40.0,20.0,2,2.0,100.0,40.0,1.0,50.0,50.0,0.0
PRV53213,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,6910.0,314.09090909090907,0.0,0.0,19,22.0,6910.0,0.0,1.1578947368421053,363.6842105263158,314.09090909090907,0.0
PRV53214,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,4280.0,237.77777777777777,210.0,11.666666666666666,14,18.0,4280.0,210.0,1.2857142857142858,305.7142857142857,237.77777777777777,0.0
PRV53215,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1560.0,141.8181818181818,0.0,0.0,11,11.0,1560.0,0.0,1.0,141.8181818181818,141.8181818181818,0.0
PRV53216,0.0,0.0,0.0,0.0,0.0,0.0,115.0,46.0,20930.0,182.0,290.0,2.5217391304347827,46,115.0,20930.0,290.0,2.5,455.0,182.0,0.0
PRV53217,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1570.0,314.0,100.0,20.0,5,5.0,1570.0,100.0,1.0,314.0,314.0,0.0
PRV53218,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,2780.0,213.84615384615384,100.0,7.6923076923076925,9,13.0,2780.0,100.0,1.4444444444444444,308.8888888888889,213.84615384615384,0.0
PRV53220,5.0,5.0,110000.0,22000.0,5340.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,110000.0,5340.0,1.0,22000.0,22000.0,1.0
PRV53221,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,6510.0,406.875,70.0,4.375,9,16.0,6510.0,70.0,1.7777777777777777,723.3333333333334,406.875,0.0
PRV53222,0.0,0.0,0.0,0.0,0.0,0.0,45.0,24.0,10770.0,239.33333333333334,350.0,7.777777777777778,24,45.0,10770.0,350.0,1.875,448.75,239.33333333333334,0.0
PRV53223,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,11790.0,512.6086956521739,90.0,3.9130434782608696,18,23.0,11790.0,90.0,1.2777777777777777,655.0,512.6086956521739,0.0
PRV53224,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1680.0,140.0,0.0,0.0,12,12.0,1680.0,0.0,1.0,140.0,140.0,0.0
PRV53225,49.0,47.0,415300.0,8475.510204081633,51264.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,47,49.0,415300.0,51264.0,1.0425531914893618,8836.170212765957,8475.510204081633,1.0
PRV53226,19.0,19.0,150000.0,7894.736842105263,20292.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,19,19.0,150000.0,20292.0,1.0,7894.736842105263,7894.736842105263,1.0
PRV53227,0.0,0.0,0.0,0.0,0.0,0.0,74.0,59.0,18610.0,251.48648648648648,140.0,1.8918918918918919,59,74.0,18610.0,140.0,1.2542372881355932,315.4237288135593,251.48648648648648,0.0
PRV53228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600.0,600.0,0.0,0.0,1,1.0,600.0,0.0,1.0,600.0,600.0,0.0
PRV53229,0.0,0.0,0.0,0.0,0.0,0.0,139.0,65.0,29840.0,214.67625899280574,350.0,2.5179856115107913,65,139.0,29840.0,350.0,2.1384615384615384,459.0769230769231,214.67625899280574,0.0
PRV53230,0.0,0.0,0.0,0.0,0.0,0.0,56.0,40.0,16260.0,290.35714285714283,400.0,7.142857142857143,40,56.0,16260.0,400.0,1.4,406.5,290.35714285714283,0.0
PRV53232,0.0,0.0,0.0,0.0,0.0,0.0,64.0,28.0,25300.0,395.3125,170.0,2.65625,28,64.0,25300.0,170.0,2.2857142857142856,903.5714285714286,395.3125,0.0
PRV53233,13.0,12.0,96000.0,7384.615384615385,11748.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,12,13.0,96000.0,11748.0,1.0833333333333333,8000.0,7384.615384615385,1.0
PRV53235,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,170.0,85.0,0.0,0.0,2,2.0,170.0,0.0,1.0,85.0,85.0,0.0
PRV53236,9.0,8.0,96000.0,10666.666666666666,9612.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,8,9.0,96000.0,9612.0,1.125,12000.0,10666.666666666666,1.0
PRV53237,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1230.0,153.75,0.0,0.0,7,8.0,1230.0,0.0,1.1428571428571428,175.71428571428572,153.75,0.0
PRV53238,9.0,9.0,98000.0,10888.888888888889,9612.0,1068.0,186.0,156.0,45590.0,245.10752688172042,450.0,2.4193548387096775,165,195.0,143590.0,10062.0,1.1818181818181819,870.2424242424242,736.3589743589744,0.046153846153846156
PRV53239,19.0,15.0,197000.0,10368.421052631578,20292.0,1068.0,94.0,76.0,35580.0,378.51063829787233,470.0,5.0,88,113.0,232580.0,20762.0,1.2840909090909092,2642.9545454545455,2058.2300884955753,0.168141592920354
PRV53240,1.0,1.0,3000.0,3000.0,1068.0,1068.0,5.0,4.0,1860.0,372.0,0.0,0.0,4,6.0,4860.0,1068.0,1.5,1215.0,810.0,0.16666666666666666
PRV53242,105.0,91.0,1142000.0,10876.190476190477,112140.0,1068.0,154.0,131.0,34290.0,222.66233766233765,440.0,2.857142857142857,209,259.0,1176290.0,112580.0,1.2392344497607655,5628.181818181818,4541.660231660232,0.40540540540540543
PRV53243,9.0,9.0,100000.0,11111.111111111111,9612.0,1068.0,66.0,53.0,11760.0,178.1818181818182,40.0,0.6060606060606061,61,75.0,111760.0,9652.0,1.2295081967213115,1832.1311475409836,1490.1333333333334,0.12
PRV53244,42.0,37.0,341500.0,8130.952380952381,44856.0,1068.0,466.0,148.0,124250.0,266.6309012875536,1090.0,2.3390557939914163,162,508.0,465750.0,45946.0,3.1358024691358026,2875.0,916.8307086614174,0.08267716535433071
PRV53245,16.0,13.0,176000.0,11000.0,17088.0,1068.0,130.0,99.0,38800.0,298.46153846153845,180.0,1.3846153846153846,106,146.0,214800.0,17268.0,1.3773584905660377,2026.4150943396226,1471.2328767123288,0.1095890410958904
