Provider,Fraud_Label,IP_Claim_Count,IP_Unique_Beneficiaries,IP_Total_Reimbursement,IP_Avg_Reimbursement,IP_Total_Deductible,IP_Avg_Deductible,Average_Length_Of_Stay,Same_Day_Discharge_Count,Same_Day_Discharge_Ratio,OP_Claim_Count,OP_Unique_Beneficiaries,OP_Total_Reimbursement,OP_Avg_Reimbursement,OP_Total_Deductible,OP_Avg_Deductible,Total_Claim_Count,Total_Unique_Beneficiaries,Claims_Per_Beneficiary,Total_Reimbursement,Reimbursement_Per_Claim,Reimbursement_Per_Beneficiary,Total_Deductible,IP_Claim_Share,OP_Claim_Share,Unique_Diagnosis_Codes,Total_Diagnosis_Codes,Unique_Procedure_Codes,Total_Procedure_Codes,Diagnosis_Diversity,Avg_Diagnosis_Codes_Per_Claim,Procedure_Diversity,Avg_Procedure_Codes_Per_Claim,Average_Beneficiary_Age,Male_Count,Female_Count,Total_Beneficiaries,Male_Ratio,Female_Ratio,Average_Chronic_Condition_Count,Pct_Diabetes,Pct_HeartFailure,Pct_KidneyDisease,Pct_Cancer,Pct_Stroke,Unique_Attending_Physicians,Unique_Operating_Physicians,Unique_Other_Physicians,Total_Unique_Physicians,Physician_Diversity
PRV51906,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,2730.0,124.0909090909091,0.0,0.0,22.0,8.0,2.75,2730.0,124.0909090909091,341.25,0.0,0.0,1.0,58.0,68.0,0.0,0.0,2.6363636363636362,3.090909090909091,0.0,0.0,69.87474332648871,7,1,8,0.875,0.125,11.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0.045454545454545456
PRV51908,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,14270.0,648.6363636363636,160.0,7.2727272727272725,22.0,22.0,1.0,14270.0,648.6363636363636,648.6363636363636,160.0,0.0,1.0,51.0,57.0,0.0,0.0,2.3181818181818183,2.590909090909091,0.0,0.0,72.4771327235393,6,16,22,0.2727272727272727,0.7272727272727273,11.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2.0,2,0.09090909090909091
PRV51909,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,3460.0,216.25,0.0,0.0,16.0,16.0,1.0,3460.0,216.25,216.25,0.0,0.0,1.0,40.0,40.0,0.0,0.0,2.5,2.5,0.0,0.0,77.26488706365504,5,11,16,0.3125,0.6875,11.0,1.0,1.0,1.0,1.0,1.0,6,3.0,2.0,9,0.5625
PRV51910,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,49.0,27950.0,340.8536585365854,120.0,1.4634146341463414,82.0,49.0,1.6734693877551021,27950.0,340.8536585365854,570.4081632653061,120.0,0.0,1.0,154.0,196.0,0.0,0.0,1.8780487804878048,2.3902439024390243,0.0,0.0,71.86009023732696,22,27,49,0.4489795918367347,0.5510204081632653,11.0,1.0,1.0,1.0,1.0,1.0,3,3.0,3.0,3,0.036585365853658534
PRV51911,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,56.0,25540.0,274.6236559139785,210.0,2.2580645161290325,93.0,56.0,1.6607142857142858,25540.0,274.6236559139785,456.07142857142856,210.0,0.0,1.0,175.0,227.0,0.0,0.0,1.881720430107527,2.4408602150537635,0.0,0.0,72.59479808350446,28,28,56,0.5,0.5,11.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2.0,2,0.021505376344086023
PRV51913,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.0,70.0,0.0,0.0,1.0,1.0,1.0,70.0,70.0,70.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,77.08145106091717,0,1,1,0.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1,1.0
PRV51914,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1680.0,152.72727272727272,0.0,0.0,11.0,11.0,1.0,1680.0,152.72727272727272,152.72727272727272,0.0,0.0,1.0,33.0,34.0,0.0,0.0,3.0,3.090909090909091,0.0,0.0,77.74177089166822,6,5,11,0.5454545454545454,0.45454545454545453,11.0,1.0,1.0,1.0,1.0,1.0,3,1.0,3.0,3,0.2727272727272727
PRV51915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,6170.0,308.5,0.0,0.0,20.0,16.0,1.25,6170.0,308.5,385.625,0.0,0.0,1.0,43.0,43.0,0.0,0.0,2.15,2.15,0.0,0.0,75.96286789869953,5,11,16,0.3125,0.6875,11.0,1.0,1.0,1.0,1.0,1.0,3,2.0,3.0,3,0.15
PRV51916,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,13.0,7290.0,169.53488372093022,0.0,0.0,43.0,13.0,3.3076923076923075,7290.0,169.53488372093022,560.7692307692307,0.0,0.0,1.0,106.0,134.0,0.0,0.0,2.4651162790697674,3.116279069767442,0.0,0.0,70.97351655873216,7,6,13,0.5384615384615384,0.46153846153846156,11.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0.023255813953488372
PRV51917,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,970.0,88.18181818181819,0.0,0.0,11.0,9.0,1.2222222222222223,970.0,88.18181818181819,107.77777777777777,0.0,0.0,1.0,25.0,30.0,0.0,0.0,2.272727272727273,2.727272727272727,0.0,0.0,71.91664765381398,5,4,9,0.5555555555555556,0.4444444444444444,11.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0.09090909090909091
PRV51918,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,0.0,1.0,1.0,1.0,50.0,50.0,50.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,75.33196440793976,1,0,1,1.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1,1.0
PRV51919,0,6.0,6.0,101000.0,16833.333333333332,6408.0,1068.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,101000.0,16833.333333333332,16833.333333333332,6408.0,1.0,0.0,48.0,53.0,6.0,6.0,8.0,8.833333333333334,1.0,1.0,69.92972849646361,3,3,6,0.5,0.5,11.0,1.0,1.0,1.0,1.0,1.0,3,1.0,2.0,3,0.5
PRV51920,1,9.0,9.0,100000.0,11111.111111111111,9612.0,1068.0,6.0,0.0,0.0,9.0,9.0,700.0,77.77777777777777,100.0,11.11111111111111,18.0,18.0,1.0,100700.0,5594.444444444444,5594.444444444444,9712.0,0.5,0.5,76.0,97.0,6.0,6.0,4.222222222222222,5.388888888888889,0.3333333333333333,0.3333333333333333,70.90273024564607,6,12,18,0.3333333333333333,0.6666666666666666,11.0,1.0,1.0,1.0,1.0,1.0,3,3.0,2.0,3,0.16666666666666666
PRV51921,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,24.0,19290.0,275.57142857142856,170.0,2.4285714285714284,70.0,24.0,2.9166666666666665,19290.0,275.57142857142856,803.75,170.0,0.0,1.0,145.0,181.0,0.0,0.0,2.0714285714285716,2.585714285714286,0.0,0.0,76.25325119780972,12,12,24,0.5,0.5,11.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0.014285714285714285
PRV51922,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,5090.0,212.08333333333334,100.0,4.166666666666667,24.0,11.0,2.1818181818181817,5090.0,212.08333333333334,462.72727272727275,100.0,0.0,1.0,61.0,68.0,0.0,0.0,2.5416666666666665,2.8333333333333335,0.0,0.0,67.34814261713646,7,4,11,0.6363636363636364,0.36363636363636365,11.0,1.0,1.0,1.0,1.0,1.0,7,4.0,5.0,7,0.2916666666666667
PRV51923,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1040.0,115.55555555555556,100.0,11.11111111111111,9.0,7.0,1.2857142857142858,1040.0,115.55555555555556,148.57142857142858,100.0,0.0,1.0,15.0,15.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,70.94006062383886,1,6,7,0.14285714285714285,0.8571428571428571,11.0,1.0,1.0,1.0,1.0,1.0,2,1.0,2.0,2,0.2222222222222222
PRV51924,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,15710.0,314.2,100.0,2.0,50.0,25.0,2.0,15710.0,314.2,628.4,100.0,0.0,1.0,119.0,151.0,0.0,0.0,2.38,3.02,0.0,0.0,71.99638603696098,10,15,25,0.4,0.6,11.0,1.0,1.0,1.0,1.0,1.0,6,5.0,6.0,8,0.16
PRV51925,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1960.0,490.0,0.0,0.0,4.0,3.0,1.3333333333333333,1960.0,490.0,653.3333333333334,0.0,0.0,1.0,10.0,10.0,0.0,0.0,2.5,2.5,0.0,0.0,76.91809263061829,3,0,3,1.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0.25
PRV51926,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,30.0,13870.0,433.4375,140.0,4.375,32.0,30.0,1.0666666666666667,13870.0,433.4375,462.3333333333333,140.0,0.0,1.0,70.0,81.0,0.0,0.0,2.1875,2.53125,0.0,0.0,77.05023956194388,12,18,30,0.4,0.6,11.0,1.0,1.0,1.0,1.0,1.0,5,3.0,3.0,5,0.15625
PRV51927,0,5.0,5.0,64000.0,12800.0,5340.0,1068.0,11.4,0.0,0.0,1.0,1.0,50.0,50.0,0.0,0.0,6.0,6.0,1.0,64050.0,10675.0,10675.0,5340.0,0.8333333333333334,0.16666666666666666,45.0,48.0,5.0,5.0,7.5,8.0,0.8333333333333334,0.8333333333333334,77.40132329454711,1,5,6,0.16666666666666666,0.8333333333333334,11.0,1.0,1.0,1.0,1.0,1.0,2,1.0,0.0,3,0.5
PRV51928,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,7140.0,238.0,50.0,1.6666666666666667,30.0,30.0,1.0,7140.0,238.0,238.0,50.0,0.0,1.0,84.0,104.0,0.0,0.0,2.8,3.466666666666667,0.0,0.0,75.13520419803787,11,19,30,0.36666666666666664,0.6333333333333333,11.0,1.0,1.0,1.0,1.0,1.0,9,3.0,4.0,10,0.3333333333333333
PRV51929,0,8.0,8.0,71000.0,8875.0,8544.0,1068.0,3.125,0.0,0.0,103.0,101.0,35630.0,345.92233009708735,520.0,5.048543689320389,111.0,109.0,1.018348623853211,106630.0,960.6306306306307,978.256880733945,9064.0,0.07207207207207207,0.9279279279279279,221.0,316.0,6.0,6.0,1.990990990990991,2.8468468468468466,0.05405405405405406,0.05405405405405406,74.49408159548882,45,64,109,0.41284403669724773,0.5871559633027523,11.0,1.0,1.0,1.0,1.0,1.0,40,23.0,26.0,55,0.4954954954954955
PRV51930,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1010.0,168.33333333333334,0.0,0.0,6.0,6.0,1.0,1010.0,168.33333333333334,168.33333333333334,0.0,0.0,1.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,80.70819073693816,3,3,6,0.5,0.5,11.0,1.0,1.0,1.0,1.0,1.0,4,0.0,2.0,6,1.0
PRV51931,0,1.0,1.0,5000.0,5000.0,1068.0,1068.0,3.0,0.0,0.0,45.0,45.0,13430.0,298.44444444444446,90.0,2.0,46.0,46.0,1.0,18430.0,400.6521739130435,400.6521739130435,1158.0,0.021739130434782608,0.9782608695652174,94.0,118.0,0.0,0.0,2.0434782608695654,2.5652173913043477,0.0,0.0,76.0953380485208,24,21,45,0.5333333333333333,0.4666666666666667,11.0,1.0,1.0,1.0,1.0,1.0,21,6.0,13.0,32,0.6956521739130435
PRV51932,0,2.0,2.0,27000.0,13500.0,2136.0,1068.0,13.5,0.0,0.0,19.0,19.0,4970.0,261.57894736842104,80.0,4.2105263157894735,21.0,21.0,1.0,31970.0,1522.3809523809523,1522.3809523809523,2216.0,0.09523809523809523,0.9047619047619048,50.0,53.0,3.0,3.0,2.380952380952381,2.5238095238095237,0.14285714285714285,0.14285714285714285,76.24171311234966,10,11,21,0.47619047619047616,0.5238095238095238,11.0,1.0,1.0,1.0,1.0,1.0,8,4.0,5.0,12,0.5714285714285714
PRV51933,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,56.0,14370.0,252.10526315789474,220.0,3.8596491228070176,57.0,56.0,1.0178571428571428,14370.0,252.10526315789474,256.60714285714283,220.0,0.0,1.0,124.0,151.0,0.0,0.0,2.175438596491228,2.6491228070175437,0.0,0.0,75.68852058277109,25,31,56,0.44642857142857145,0.5535714285714286,11.0,1.0,1.0,1.0,1.0,1.0,44,10.0,22.0,52,0.9122807017543859
PRV51934,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,111.0,27270.0,245.67567567567568,550.0,4.954954954954955,111.0,111.0,1.0,27270.0,245.67567567567568,245.67567567567568,550.0,0.0,1.0,208.0,267.0,0.0,0.0,1.8738738738738738,2.4054054054054053,0.0,0.0,74.65793514253474,51,60,111,0.4594594594594595,0.5405405405405406,11.0,1.0,1.0,1.0,1.0,1.0,18,10.0,10.0,18,0.16216216216216217
PRV51935,0,3.0,3.0,22000.0,7333.333333333333,3204.0,1068.0,7.666666666666667,0.0,0.0,54.0,52.0,16280.0,301.48148148148147,100.0,1.8518518518518519,57.0,55.0,1.0363636363636364,38280.0,671.578947368421,696.0,3304.0,0.05263157894736842,0.9473684210526315,141.0,170.0,3.0,3.0,2.473684210526316,2.982456140350877,0.05263157894736842,0.05263157894736842,75.9770518324933,28,27,55,0.509090909090909,0.4909090909090909,11.0,1.0,1.0,1.0,1.0,1.0,39,11.0,17.0,48,0.8421052631578947
PRV51936,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,4770.0,238.5,60.0,3.0,20.0,20.0,1.0,4770.0,238.5,238.5,60.0,0.0,1.0,44.0,51.0,0.0,0.0,2.2,2.55,0.0,0.0,72.37440109514031,10,10,20,0.5,0.5,11.0,1.0,1.0,1.0,1.0,1.0,18,3.0,7.0,21,1.05
PRV51937,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,87.0,18270.0,203.0,160.0,1.7777777777777777,90.0,87.0,1.0344827586206897,18270.0,203.0,210.0,160.0,0.0,1.0,161.0,214.0,0.0,0.0,1.788888888888889,2.3777777777777778,0.0,0.0,75.22559733138222,36,51,87,0.41379310344827586,0.5862068965517241,11.0,1.0,1.0,1.0,1.0,1.0,45,14.0,28.0,67,0.7444444444444445
PRV51938,0,2.0,2.0,11000.0,5500.0,2136.0,1068.0,3.5,0.0,0.0,104.0,93.0,31020.0,298.2692307692308,160.0,1.5384615384615385,106.0,95.0,1.1157894736842104,42020.0,396.41509433962267,442.3157894736842,2296.0,0.018867924528301886,0.9811320754716981,208.0,278.0,0.0,0.0,1.9622641509433962,2.6226415094339623,0.0,0.0,74.78978349364169,34,61,95,0.35789473684210527,0.6421052631578947,11.0,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,3,0.02830188679245283
PRV51940,1,193.0,170.0,1964000.0,10176.165803108808,200784.0,1068.0,5.787564766839378,2.0,0.010362694300518135,58.0,57.0,28270.0,487.41379310344826,80.0,1.3793103448275863,251.0,227.0,1.105726872246696,1992270.0,7937.330677290836,8776.519823788547,200864.0,0.7689243027888446,0.23107569721115537,645.0,1704.0,86.0,142.0,2.5697211155378485,6.788844621513944,0.3426294820717131,0.5657370517928287,74.42969181087119,104,123,227,0.4581497797356828,0.5418502202643172,11.0,1.0,1.0,1.0,1.0,1.0,21,13.0,7.0,24,0.09561752988047809
PRV51941,0,2.0,2.0,11200.0,5600.0,2136.0,1068.0,2.5,0.0,0.0,25.0,25.0,6790.0,271.6,40.0,1.6,27.0,27.0,1.0,17990.0,666.2962962962963,666.2962962962963,2176.0,0.07407407407407407,0.9259259259259259,70.0,80.0,2.0,2.0,2.5925925925925926,2.962962962962963,0.07407407407407407,0.07407407407407407,76.56349025274419,15,12,27,0.5555555555555556,0.4444444444444444,11.0,1.0,1.0,1.0,1.0,1.0,20,7.0,6.0,22,0.8148148148148148
PRV51942,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,52.0,11880.0,224.1509433962264,50.0,0.9433962264150944,53.0,52.0,1.0192307692307692,11880.0,224.1509433962264,228.46153846153845,50.0,0.0,1.0,109.0,129.0,0.0,0.0,2.056603773584906,2.4339622641509435,0.0,0.0,75.61975464644868,23,29,52,0.4423076923076923,0.5576923076923077,11.0,1.0,1.0,1.0,1.0,1.0,31,11.0,15.0,36,0.6792452830188679
PRV51943,0,1.0,1.0,9000.0,9000.0,1068.0,1068.0,2.0,0.0,0.0,88.0,84.0,19970.0,226.9318181818182,200.0,2.272727272727273,89.0,85.0,1.0470588235294118,28970.0,325.5056179775281,340.8235294117647,1268.0,0.011235955056179775,0.9887640449438202,171.0,227.0,0.0,0.0,1.9213483146067416,2.550561797752809,0.0,0.0,76.08864194548457,31,54,85,0.36470588235294116,0.6352941176470588,11.0,1.0,1.0,1.0,1.0,1.0,58,6.0,28.0,70,0.7865168539325843
PRV51944,0,5.0,5.0,49000.0,9800.0,5340.0,1068.0,8.4,0.0,0.0,119.0,106.0,47100.0,395.79831932773106,280.0,2.3529411764705883,124.0,111.0,1.117117117117117,96100.0,775.0,865.7657657657658,5620.0,0.04032258064516129,0.9596774193548387,237.0,322.0,6.0,6.0,1.9112903225806452,2.596774193548387,0.04838709677419355,0.04838709677419355,74.15720443235844,54,57,111,0.4864864864864865,0.5135135135135135,11.0,1.0,1.0,1.0,1.0,1.0,49,20.0,36.0,71,0.5725806451612904
PRV51946,0,23.0,22.0,182000.0,7913.04347826087,24564.0,1068.0,4.6521739130434785,0.0,0.0,68.0,67.0,19370.0,284.8529411764706,120.0,1.7647058823529411,91.0,89.0,1.0224719101123596,201370.0,2212.8571428571427,2262.5842696629215,24684.0,0.25274725274725274,0.7472527472527473,247.0,362.0,13.0,13.0,2.7142857142857144,3.978021978021978,0.14285714285714285,0.14285714285714285,73.53999492420922,43,46,89,0.48314606741573035,0.5168539325842697,11.0,1.0,1.0,1.0,1.0,1.0,54,17.0,24.0,88,0.967032967032967
PRV51947,0,1.0,1.0,22000.0,22000.0,1068.0,1068.0,14.0,0.0,0.0,27.0,26.0,2090.0,77.4074074074074,140.0,5.185185185185185,28.0,27.0,1.037037037037037,24090.0,860.3571428571429,892.2222222222222,1208.0,0.03571428571428571,0.9642857142857143,60.0,62.0,0.0,0.0,2.142857142857143,2.2142857142857144,0.0,0.0,74.86754379293735,12,15,27,0.4444444444444444,0.5555555555555556,11.0,1.0,1.0,1.0,1.0,1.0,20,1.0,9.0,28,1.0
PRV51948,1,143.0,130.0,1410800.0,9865.734265734265,148452.0,1068.0,5.5874125874125875,1.0,0.006993006993006993,372.0,236.0,109150.0,293.4139784946237,1030.0,2.7688172043010755,515.0,366.0,1.407103825136612,1519950.0,2951.359223300971,4152.868852459016,149482.0,0.27766990291262134,0.7223300970873786,903.0,2144.0,67.0,91.0,1.7533980582524271,4.163106796116505,0.13009708737864079,0.1766990291262136,75.33164731222713,152,202,354,0.4293785310734463,0.5706214689265536,11.0,1.0,1.0,1.0,1.0,1.0,8,9.0,6.0,10,0.019417475728155338
PRV51949,0,19.0,18.0,246000.0,12947.368421052632,20292.0,1068.0,6.2631578947368425,1.0,0.05263157894736842,52.0,50.0,14140.0,271.9230769230769,120.0,2.3076923076923075,71.0,68.0,1.0441176470588236,260140.0,3663.943661971831,3825.5882352941176,20412.0,0.2676056338028169,0.7323943661971831,206.0,282.0,9.0,10.0,2.9014084507042255,3.971830985915493,0.1267605633802817,0.14084507042253522,76.36348995450336,25,43,68,0.36764705882352944,0.6323529411764706,11.0,1.0,1.0,1.0,1.0,1.0,20,10.0,11.0,22,0.30985915492957744
PRV51950,0,3.0,3.0,23000.0,7666.666666666667,2136.0,1068.0,7.666666666666667,0.0,0.0,66.0,65.0,22770.0,345.0,30.0,0.45454545454545453,69.0,68.0,1.0147058823529411,45770.0,663.3333333333334,673.0882352941177,2166.0,0.043478260869565216,0.9565217391304348,160.0,202.0,5.0,5.0,2.318840579710145,2.927536231884058,0.07246376811594203,0.07246376811594203,76.64512622297379,29,39,68,0.4264705882352941,0.5735294117647058,11.0,1.0,1.0,1.0,1.0,1.0,16,8.0,4.0,18,0.2608695652173913
PRV51951,1,48.0,35.0,458000.0,9541.666666666666,51264.0,1068.0,5.270833333333333,1.0,0.020833333333333332,54.0,53.0,15010.0,277.962962962963,200.0,3.7037037037037037,102.0,88.0,1.1590909090909092,473010.0,4637.35294117647,5375.113636363636,51464.0,0.47058823529411764,0.5294117647058824,302.0,516.0,31.0,40.0,2.9607843137254903,5.0588235294117645,0.30392156862745096,0.39215686274509803,74.5753420346637,39,48,87,0.4482758620689655,0.5517241379310345,11.0,1.0,1.0,1.0,1.0,1.0,41,12.0,18.0,54,0.5294117647058824
PRV51952,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,2470.0,130.0,260.0,13.68421052631579,19.0,19.0,1.0,2470.0,130.0,130.0,260.0,0.0,1.0,40.0,42.0,0.0,0.0,2.1052631578947367,2.210526315789474,0.0,0.0,74.34705861162146,9,10,19,0.47368421052631576,0.5263157894736842,11.0,1.0,1.0,1.0,1.0,1.0,7,1.0,5.0,9,0.47368421052631576
PRV51954,0,23.0,23.0,272000.0,11826.08695652174,23496.0,1068.0,5.739130434782608,1.0,0.043478260869565216,620.0,555.0,178930.0,288.5967741935484,1470.0,2.370967741935484,643.0,578.0,1.1124567474048443,450930.0,701.2908242612752,780.1557093425605,24966.0,0.03576982892690513,0.9642301710730948,852.0,1783.0,20.0,24.0,1.3250388802488335,2.7729393468118197,0.03110419906687403,0.03732503888024884,73.89587388804468,264,313,577,0.45753899480069327,0.5424610051993067,11.0,1.0,1.0,1.0,1.0,1.0,183,73.0,114.0,214,0.3328149300155521
PRV51956,0,2.0,2.0,18000.0,9000.0,2136.0,1068.0,12.0,0.0,0.0,12.0,12.0,6110.0,509.1666666666667,100.0,8.333333333333334,14.0,14.0,1.0,24110.0,1722.142857142857,1722.142857142857,2236.0,0.14285714285714285,0.8571428571428571,53.0,59.0,1.0,1.0,3.7857142857142856,4.214285714285714,0.07142857142857142,0.07142857142857142,69.86819204067665,3,11,14,0.21428571428571427,0.7857142857142857,11.0,1.0,1.0,1.0,1.0,1.0,9,4.0,5.0,16,1.1428571428571428
PRV51957,0,24.0,23.0,199000.0,8291.666666666666,24564.0,1068.0,4.875,1.0,0.041666666666666664,55.0,55.0,11190.0,203.45454545454547,70.0,1.2727272727272727,79.0,78.0,1.0128205128205128,210190.0,2660.6329113924053,2694.74358974359,24634.0,0.3037974683544304,0.6962025316455697,251.0,364.0,14.0,17.0,3.1772151898734178,4.6075949367088604,0.17721518987341772,0.21518987341772153,72.75486457416642,34,43,77,0.44155844155844154,0.5584415584415584,11.0,1.0,1.0,1.0,1.0,1.0,45,12.0,17.0,61,0.7721518987341772
PRV51958,0,1.0,1.0,3000.0,3000.0,1068.0,1068.0,1.0,0.0,0.0,28.0,28.0,8000.0,285.7142857142857,240.0,8.571428571428571,29.0,29.0,1.0,11000.0,379.3103448275862,379.3103448275862,1308.0,0.034482758620689655,0.9655172413793104,58.0,63.0,0.0,0.0,2.0,2.1724137931034484,0.0,0.0,77.5687885010267,12,17,29,0.41379310344827586,0.5862068965517241,11.0,1.0,1.0,1.0,1.0,1.0,17,6.0,9.0,24,0.8275862068965517
PRV51959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.0,398.0,213350.0,284.08788282290277,2050.0,2.729693741677763,751.0,398.0,1.8869346733668342,213350.0,284.08788282290277,536.0552763819095,2050.0,0.0,1.0,918.0,1900.0,0.0,0.0,1.22237017310253,2.5299600532623168,0.0,0.0,75.51515964490488,186,212,398,0.46733668341708545,0.5326633165829145,11.0,1.0,1.0,1.0,1.0,1.0,4,3.0,3.0,4,0.005326231691078562
PRV51960,0,21.0,20.0,263000.0,12523.809523809523,22428.0,1068.0,4.761904761904762,0.0,0.0,27.0,25.0,3640.0,134.8148148148148,40.0,1.4814814814814814,48.0,45.0,1.0666666666666667,266640.0,5555.0,5925.333333333333,22468.0,0.4375,0.5625,175.0,230.0,16.0,19.0,3.6458333333333335,4.791666666666667,0.3333333333333333,0.3958333333333333,75.26850711080691,22,23,45,0.4888888888888889,0.5111111111111111,11.0,1.0,1.0,1.0,1.0,1.0,6,5.0,4.0,6,0.125
PRV51961,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,137.0,46610.0,293.1446540880503,250.0,1.5723270440251573,159.0,137.0,1.1605839416058394,46610.0,293.1446540880503,340.2189781021898,250.0,0.0,1.0,280.0,399.0,0.0,0.0,1.7610062893081762,2.509433962264151,0.0,0.0,76.90155228145906,48,89,137,0.35036496350364965,0.6496350364963503,11.0,1.0,1.0,1.0,1.0,1.0,2,2.0,1.0,2,0.012578616352201259
PRV51963,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,48.0,13630.0,252.40740740740742,330.0,6.111111111111111,54.0,48.0,1.125,13630.0,252.40740740740742,283.9583333333333,330.0,0.0,1.0,116.0,136.0,0.0,0.0,2.1481481481481484,2.5185185185185186,0.0,0.0,77.76180698151951,12,36,48,0.25,0.75,11.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1,0.018518518518518517
PRV51964,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,2440.0,143.52941176470588,60.0,3.5294117647058822,17.0,17.0,1.0,2440.0,143.52941176470588,143.52941176470588,60.0,0.0,1.0,32.0,34.0,0.0,0.0,1.8823529411764706,2.0,0.0,0.0,75.96054273865605,8,9,17,0.47058823529411764,0.5294117647058824,11.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2,0.11764705882352941
PRV51965,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,2680.0,141.05263157894737,0.0,0.0,19.0,18.0,1.0555555555555556,2680.0,141.05263157894737,148.88888888888889,0.0,0.0,1.0,45.0,50.0,0.0,0.0,2.3684210526315788,2.6315789473684212,0.0,0.0,76.05430070727812,8,10,18,0.4444444444444444,0.5555555555555556,11.0,1.0,1.0,1.0,1.0,1.0,3,3.0,3.0,3,0.15789473684210525
PRV51966,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2450.0,816.6666666666666,0.0,0.0,3.0,3.0,1.0,2450.0,816.6666666666666,816.6666666666666,0.0,0.0,1.0,9.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,81.60803102897559,0,3,3,0.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,2,0.0,1.0,2,0.6666666666666666
