Provider,total_claims,inpatient_claims,outpatient_claims,inpatient_ratio,total_beneficiaries,claims_per_beneficiary,total_reimbursement,mean_reimbursement,max_reimbursement,total_deductible,mean_deductible,reimbursement_per_beneficiary,unique_attending,unique_operating,unique_other,mean_diagnosis_count,mean_procedure_count,unique_diagnosis_codes,unique_procedure_codes,mean_patient_age,mean_patient_chronic_conds,patient_death_rate,renal_disease_rate,unique_states,unique_counties,primary_state,mean_claim_duration,mean_admission_duration,PotentialFraud
PRV52159,271,24,247,0.08856088560885608,263,1.0304182509505704,288300,1063.8376383763837,32000,26262.0,96.90774907749078,1096.1977186311788,87,36,67,2.9667896678966788,0.03690036900369004,473,9,74.1070110701107,4.531365313653136,0.01845018450184502,0.1918819188191882,10,49,10,1.3579335793357934,3.8333333333333335,0
PRV52160,53,3,50,0.05660377358490566,53,1.0,41460,782.2641509433962,12000,3474.0,65.54716981132076,782.2641509433962,29,10,13,3.0,0.05660377358490566,131,3,74.9622641509434,4.018867924528302,0.0,0.18867924528301888,4,8,5,2.2641509433962264,4.666666666666667,0
PRV52161,10,0,10,0.0,10,1.0,1660,166.0,600,0.0,0.0,166.0,7,3,5,2.2,0.0,18,0,79.8,3.6,0.0,0.1,2,6,10,0.0,0.0,0
PRV52162,39,1,38,0.02564102564102564,36,1.0833333333333333,28000,717.9487179487179,14000,1258.0,32.256410256410255,777.7777777777778,20,5,11,2.5641025641025643,0.05128205128205128,89,2,75.64102564102564,4.282051282051282,0.0,0.1282051282051282,4,10,10,2.128205128205128,2.0,0
PRV52163,62,2,60,0.03225806451612903,62,1.0,37470,604.3548387096774,7000,2216.0,35.74193548387097,604.3548387096774,21,7,12,2.9516129032258065,0.016129032258064516,146,1,73.14516129032258,4.419354838709677,0.016129032258064516,0.1774193548387097,4,17,10,1.2741935483870968,1.0,0
PRV52165,72,10,62,0.1388888888888889,62,1.1612903225806452,114060,1584.1666666666667,15000,10790.0,149.86111111111111,1839.6774193548388,39,13,20,3.3055555555555554,0.06944444444444445,164,5,72.63888888888889,4.833333333333333,0.05555555555555555,0.16666666666666666,6,14,10,1.625,4.4,1
PRV52166,100,7,93,0.07,85,1.1764705882352942,69300,693.0,15000,7676.0,76.76,815.2941176470588,37,13,21,2.97,0.05,229,4,75.79,4.67,0.01,0.17,4,17,10,1.62,5.0,0
PRV52167,80,9,71,0.1125,74,1.0810810810810811,116390,1454.875,36000,9832.0,122.9,1572.837837837838,39,12,22,2.6375,0.075,158,6,73.0125,4.65,0.0,0.2375,10,19,1,2.2625,4.444444444444445,0
PRV52168,78,0,78,0.0,77,1.0129870129870129,17660,226.4102564102564,2700,300.0,3.8461538461538463,229.35064935064935,36,7,26,2.551282051282051,0.0,163,0,74.05128205128206,4.461538461538462,0.0,0.21794871794871795,7,13,10,0.9230769230769231,0.0,0
PRV52169,39,0,39,0.0,38,1.0263157894736843,10000,256.4102564102564,2000,70.0,1.794871794871795,263.1578947368421,33,8,17,2.4871794871794872,0.0,83,0,71.64102564102564,4.358974358974359,0.0,0.1794871794871795,5,15,39,1.6666666666666667,0.0,0
PRV52170,43,3,40,0.06976744186046512,43,1.0,62090,1443.953488372093,44000,3204.0,74.51162790697674,1443.953488372093,27,8,13,2.86046511627907,0.06976744186046512,99,2,71.51162790697674,3.7906976744186047,0.0,0.09302325581395349,5,10,10,1.441860465116279,14.0,0
PRV52171,12,3,9,0.25,12,1.0,17820,1485.0,8000,3204.0,267.0,1485.0,8,4,5,4.666666666666667,0.16666666666666666,49,2,77.58333333333333,4.75,0.0,0.16666666666666666,3,8,10,1.5833333333333333,5.0,0
PRV52173,119,119,0,1.0,108,1.1018518518518519,1381400,11608.403361344537,73000,124956.0,1068.0,12790.74074074074,2,1,0,8.134453781512605,0.865546218487395,431,67,73.72268907563026,5.4789915966386555,0.0,0.25210084033613445,1,1,10,6.571428571428571,6.571428571428571,1
PRV52174,4,0,4,0.0,4,1.0,830,207.5,700,0.0,0.0,207.5,3,0,1,1.75,0.0,7,0,72.25,3.75,0.0,0.0,3,4,10,0.0,0.0,0
PRV52175,221,0,221,0.0,215,1.027906976744186,58320,263.8914027149321,5000,410.0,1.8552036199095023,271.25581395348837,63,26,36,2.6018099547511313,0.0,388,0,74.6470588235294,4.361990950226244,0.004524886877828055,0.18099547511312217,18,39,10,1.16289592760181,0.0,0
PRV52176,21,21,0,1.0,21,1.0,312000,14857.142857142857,44000,22428.0,1068.0,14857.142857142857,4,5,1,8.285714285714286,1.0476190476190477,122,21,77.61904761904762,4.809523809523809,0.0,0.14285714285714285,1,4,10,4.476190476190476,4.476190476190476,0
PRV52177,39,5,34,0.1282051282051282,39,1.0,33850,867.9487179487179,14000,5490.0,140.76923076923077,867.9487179487179,20,9,13,3.58974358974359,0.1794871794871795,116,7,76.7948717948718,4.769230769230769,0.0,0.15384615384615385,5,10,10,1.794871794871795,5.4,0
PRV52178,136,133,3,0.9779411764705882,121,1.1239669421487604,1379590,10144.04411764706,57000,137772.0,1043.7272727272727,11401.570247933885,6,2,3,8.051470588235293,0.7352941176470589,494,73,74.09558823529412,5.779411764705882,0.0,0.29411764705882354,1,2,10,6.492647058823529,6.631578947368421,1
PRV52179,44,2,42,0.045454545454545456,19,2.3157894736842106,39910,907.0454545454545,19000,2306.0,52.40909090909091,2100.5263157894738,4,3,3,3.409090909090909,0.022727272727272728,120,1,67.52272727272727,5.886363636363637,0.022727272727272728,0.13636363636363635,1,4,10,1.8636363636363635,5.5,0
PRV52180,62,5,57,0.08064516129032258,58,1.0689655172413792,78720,1269.6774193548388,28000,5720.0,92.25806451612904,1357.2413793103449,25,8,13,2.8548387096774195,0.08064516129032258,137,5,74.58064516129032,4.758064516129032,0.016129032258064516,0.1774193548387097,3,9,10,1.6612903225806452,6.2,0
PRV52181,27,10,17,0.37037037037037035,25,1.08,108640,4023.703703703704,21000,10680.0,395.55555555555554,4345.6,19,11,9,5.185185185185185,0.37037037037037035,111,10,70.74074074074075,5.185185185185185,0.0,0.1111111111111111,2,7,10,4.481481481481482,6.0,1
PRV52182,109,5,104,0.045871559633027525,54,2.0185185185185186,63620,583.6697247706422,11000,5670.0,52.018348623853214,1178.148148148148,8,6,7,3.073394495412844,0.027522935779816515,241,3,76.92660550458716,4.477064220183486,0.027522935779816515,0.21100917431192662,2,7,10,2.238532110091743,3.8,0
PRV52184,21,0,21,0.0,20,1.05,2960,140.95238095238096,1000,0.0,0.0,148.0,7,3,5,3.0,0.0,57,0,72.42857142857143,3.9047619047619047,0.0,0.19047619047619047,2,4,1,0.7619047619047619,0.0,0
PRV52185,68,0,68,0.0,54,1.2592592592592593,15510,228.08823529411765,1700,230.0,3.3823529411764706,287.22222222222223,1,1,1,2.6176470588235294,0.0,143,0,72.13235294117646,4.426470588235294,0.0,0.17647058823529413,1,3,10,1.4852941176470589,0.0,0
PRV52186,41,0,41,0.0,38,1.0789473684210527,7160,174.6341463414634,1500,110.0,2.682926829268293,188.42105263157896,9,4,6,2.341463414634146,0.0,85,0,75.04878048780488,3.8536585365853657,0.024390243902439025,0.12195121951219512,3,9,10,1.0731707317073171,0.0,0
PRV52187,27,0,27,0.0,25,1.08,7440,275.55555555555554,2300,0.0,0.0,297.6,6,4,5,2.6666666666666665,0.0,67,0,74.4074074074074,4.888888888888889,0.037037037037037035,0.2222222222222222,1,4,10,2.7777777777777777,0.0,0
PRV52188,33,14,19,0.42424242424242425,32,1.03125,171080,5184.242424242424,57000,14992.0,454.3030303030303,5346.25,11,5,10,4.818181818181818,0.2727272727272727,128,9,74.06060606060606,4.757575757575758,0.0,0.18181818181818182,1,9,10,4.212121212121212,6.571428571428571,0
PRV52189,23,0,23,0.0,20,1.15,5890,256.0869565217391,2600,60.0,2.608695652173913,294.5,4,1,4,3.1739130434782608,0.0,66,0,77.73913043478261,4.173913043478261,0.0,0.043478260869565216,1,6,10,2.1739130434782608,0.0,0
PRV52191,28,0,28,0.0,25,1.12,8640,308.57142857142856,2700,0.0,0.0,345.6,17,2,7,2.5357142857142856,0.0,61,0,76.21428571428571,4.714285714285714,0.0,0.21428571428571427,1,8,10,1.7142857142857142,0.0,0
PRV52192,32,6,26,0.1875,29,1.103448275862069,52060,1626.875,12000,6408.0,200.25,1795.1724137931035,13,6,8,3.53125,0.09375,100,3,77.40625,4.90625,0.0,0.125,1,7,10,1.53125,4.333333333333333,0
PRV52193,153,0,153,0.0,125,1.224,28620,187.05882352941177,2200,760.0,4.967320261437909,228.96,1,1,1,2.7777777777777777,0.0,296,0,74.2875816993464,4.549019607843137,0.013071895424836602,0.16339869281045752,1,1,10,1.5359477124183007,0.0,0
PRV52195,10,10,0,1.0,10,1.0,120000,12000.0,43000,10680.0,1068.0,12000.0,8,5,3,8.4,0.6,70,6,72.3,5.3,0.0,0.3,2,5,10,6.5,6.5,1
PRV52196,6,0,6,0.0,6,1.0,2710,451.6666666666667,1400,0.0,0.0,451.6666666666667,2,0,1,2.8333333333333335,0.0,16,0,74.83333333333333,5.333333333333333,0.0,0.3333333333333333,1,2,10,0.6666666666666666,0.0,0
PRV52197,10,10,0,1.0,10,1.0,114000,11400.0,57000,10680.0,1068.0,11400.0,4,3,2,9.0,1.3,73,13,78.1,5.4,0.0,0.1,1,4,10,7.7,7.7,0
PRV52199,10,0,10,0.0,10,1.0,1080,108.0,400,80.0,8.0,108.0,4,1,1,2.8,0.0,24,0,69.7,4.5,0.0,0.1,1,2,10,0.9,0.0,0
PRV52200,1,0,1,0.0,1,1.0,40,40.0,40,0.0,0.0,40.0,1,0,0,2.0,0.0,2,0,85.0,8.0,0.0,0.0,1,1,10,0.0,0.0,0
PRV52201,9,0,9,0.0,9,1.0,450,50.0,100,0.0,0.0,50.0,1,1,1,5.777777777777778,0.0,48,0,71.88888888888889,4.888888888888889,0.0,0.3333333333333333,1,1,10,4.111111111111111,0.0,0
PRV52202,50,0,50,0.0,49,1.0204081632653061,8200,164.0,1100,0.0,0.0,167.3469387755102,2,2,2,2.14,0.0,93,0,75.54,4.52,0.0,0.12,1,1,10,0.42,0.0,0
PRV52204,9,0,9,0.0,8,1.125,2590,287.77777777777777,1200,0.0,0.0,323.75,1,1,0,2.4444444444444446,0.0,21,0,81.66666666666667,4.666666666666667,0.0,0.1111111111111111,1,1,10,2.3333333333333335,0.0,0
PRV52205,2,0,2,0.0,2,1.0,1120,560.0,1100,0.0,0.0,560.0,1,0,0,4.5,0.0,9,0,57.5,6.5,0.0,0.5,1,1,10,0.0,0.0,0
PRV52206,5,0,5,0.0,5,1.0,1810,362.0,1300,0.0,0.0,362.0,2,2,2,1.6,0.0,8,0,69.2,3.2,0.0,0.2,1,1,10,5.6,0.0,0
PRV52208,13,0,13,0.0,12,1.0833333333333333,4560,350.7692307692308,2000,50.0,3.8461538461538463,380.0,1,1,1,2.769230769230769,0.0,33,0,77.23076923076923,4.6923076923076925,0.0,0.3076923076923077,1,1,10,0.15384615384615385,0.0,0
PRV52209,8,0,8,0.0,8,1.0,4960,620.0,2900,0.0,0.0,620.0,3,1,2,2.375,0.0,17,0,80.125,5.25,0.0,0.5,1,1,10,5.0,0.0,0
PRV52211,130,0,130,0.0,124,1.0483870967741935,26860,206.6153846153846,3300,100.0,0.7692307692307693,216.61290322580646,1,1,0,2.6384615384615384,0.0,217,0,75.04615384615384,4.338461538461538,0.007692307692307693,0.16153846153846155,1,2,10,0.6076923076923076,0.0,0
PRV52212,64,0,64,0.0,62,1.032258064516129,13220,206.5625,3000,50.0,0.78125,213.2258064516129,2,2,2,2.5625,0.0,137,0,75.5,4.09375,0.0,0.15625,1,1,10,0.984375,0.0,0
PRV52213,7,0,7,0.0,7,1.0,590,84.28571428571429,200,0.0,0.0,84.28571428571429,3,0,1,2.5714285714285716,0.0,17,0,83.0,3.5714285714285716,0.0,0.2857142857142857,1,1,10,1.2857142857142858,0.0,0
PRV52214,47,0,47,0.0,43,1.0930232558139534,12680,269.78723404255317,2600,260.0,5.531914893617022,294.8837209302326,1,1,0,2.276595744680851,0.0,80,0,76.65957446808511,4.127659574468085,0.0,0.2127659574468085,1,1,10,1.702127659574468,0.0,0
PRV52216,15,0,15,0.0,14,1.0714285714285714,4940,329.3333333333333,3300,140.0,9.333333333333334,352.85714285714283,2,1,2,3.3333333333333335,0.0,47,0,73.93333333333334,4.733333333333333,0.0,0.2,1,1,10,2.6666666666666665,0.0,0
PRV52217,5,0,5,0.0,4,1.25,520,104.0,400,0.0,0.0,130.0,3,2,2,3.2,0.0,14,0,75.6,4.4,0.0,0.0,1,1,10,0.2,0.0,0
PRV52218,8,0,8,0.0,8,1.0,1660,207.5,900,0.0,0.0,207.5,1,1,1,3.0,0.0,22,0,71.0,3.625,0.0,0.125,1,2,10,0.0,0.0,0
PRV52219,4,0,4,0.0,4,1.0,2780,695.0,2100,0.0,0.0,695.0,2,1,2,3.5,0.0,14,0,70.0,4.75,0.0,0.5,1,1,10,0.0,0.0,0
PRV52220,12,0,12,0.0,12,1.0,2200,183.33333333333334,900,0.0,0.0,183.33333333333334,2,1,2,2.8333333333333335,0.0,30,0,67.41666666666667,6.25,0.0,0.16666666666666666,1,1,10,0.0,0.0,0
PRV52221,1,0,1,0.0,1,1.0,10,10.0,10,0.0,0.0,10.0,1,1,1,1.0,0.0,1,0,51.0,3.0,0.0,0.0,1,1,10,0.0,0.0,0
PRV52222,54,0,54,0.0,52,1.0384615384615385,16920,313.3333333333333,3100,60.0,1.1111111111111112,325.38461538461536,1,1,1,2.2777777777777777,0.0,105,0,75.37037037037037,4.185185185185185,0.0,0.25925925925925924,1,2,10,2.3333333333333335,0.0,0
PRV52224,41,0,41,0.0,35,1.1714285714285715,10100,246.34146341463415,3300,100.0,2.4390243902439024,288.57142857142856,3,3,3,2.658536585365854,0.0,91,0,71.02439024390245,4.439024390243903,0.04878048780487805,0.21951219512195122,1,3,10,2.317073170731707,0.0,0
PRV52225,6,0,6,0.0,6,1.0,840,140.0,400,100.0,16.666666666666668,140.0,2,1,2,2.3333333333333335,0.0,14,0,75.0,4.166666666666667,0.0,0.16666666666666666,1,1,10,0.0,0.0,0
PRV52226,2,0,2,0.0,2,1.0,100,50.0,90,0.0,0.0,50.0,1,0,0,1.0,0.0,2,0,68.5,3.0,0.0,0.0,1,1,10,2.0,0.0,0
PRV52227,7,0,7,0.0,6,1.1666666666666667,5560,794.2857142857143,2400,100.0,14.285714285714286,926.6666666666666,2,1,1,3.5714285714285716,0.0,25,0,80.85714285714286,4.285714285714286,0.0,0.2857142857142857,1,1,10,3.0,0.0,0
PRV52228,8,0,8,0.0,8,1.0,2400,300.0,1800,0.0,0.0,300.0,2,0,2,2.5,0.0,20,0,83.25,4.5,0.0,0.25,2,2,10,3.375,0.0,0
PRV52229,11,0,11,0.0,11,1.0,370,33.63636363636363,80,60.0,5.454545454545454,33.63636363636363,1,0,1,1.8181818181818181,0.0,19,0,78.0909090909091,4.454545454545454,0.0,0.18181818181818182,1,1,10,1.8181818181818181,0.0,0
PRV52230,43,0,43,0.0,15,2.8666666666666667,15100,351.16279069767444,3200,0.0,0.0,1006.6666666666666,2,1,2,2.604651162790698,0.0,99,0,74.65116279069767,3.953488372093023,0.0,0.0,1,1,10,0.9069767441860465,0.0,0
PRV52231,6,0,6,0.0,6,1.0,3980,663.3333333333334,3300,100.0,16.666666666666668,663.3333333333334,2,1,1,3.5,0.0,21,0,78.0,6.333333333333333,0.0,0.3333333333333333,1,2,10,3.3333333333333335,0.0,0
PRV52232,4,0,4,0.0,4,1.0,640,160.0,500,100.0,25.0,160.0,1,1,0,1.5,0.0,6,0,76.5,2.25,0.0,0.0,1,1,10,0.0,0.0,0
PRV52233,216,0,216,0.0,156,1.3846153846153846,63540,294.1666666666667,8050,430.0,1.9907407407407407,407.3076923076923,2,1,2,2.5555555555555554,0.0,368,0,72.42129629629629,4.212962962962963,0.009259259259259259,0.18518518518518517,1,1,10,1.6388888888888888,0.0,0
PRV52235,2,0,2,0.0,2,1.0,970,485.0,900,0.0,0.0,485.0,1,0,1,1.0,0.0,2,0,67.0,4.5,0.0,0.5,1,1,54,0.0,0.0,0
PRV52236,14,0,14,0.0,13,1.0769230769230769,5780,412.85714285714283,1800,0.0,0.0,444.61538461538464,3,1,2,3.5,0.0,47,0,74.64285714285714,4.5,0.0,0.21428571428571427,1,1,10,1.9285714285714286,0.0,0
PRV52237,38,0,38,0.0,38,1.0,7400,194.73684210526315,1700,270.0,7.105263157894737,194.73684210526315,3,3,3,2.8421052631578947,0.0,88,0,74.84210526315789,3.9473684210526314,0.0,0.18421052631578946,1,1,10,1.9473684210526316,0.0,0
PRV52238,11,0,11,0.0,10,1.1,1530,139.0909090909091,400,0.0,0.0,153.0,3,3,3,3.272727272727273,0.0,35,0,67.45454545454545,3.6363636363636362,0.0,0.18181818181818182,1,1,10,0.45454545454545453,0.0,0
PRV52240,62,0,62,0.0,61,1.0163934426229508,25220,406.7741935483871,3300,30.0,0.4838709677419355,413.44262295081967,5,4,5,2.3870967741935485,0.0,116,0,75.29032258064517,4.564516129032258,0.0,0.27419354838709675,2,3,10,2.306451612903226,0.0,0
PRV52241,23,0,23,0.0,22,1.0454545454545454,5690,247.3913043478261,3300,0.0,0.0,258.6363636363636,4,2,3,2.0869565217391304,0.0,41,0,74.56521739130434,4.521739130434782,0.0,0.13043478260869565,1,1,10,1.7391304347826086,0.0,0
PRV52242,31,0,31,0.0,30,1.0333333333333334,13600,438.7096774193548,3300,170.0,5.483870967741935,453.3333333333333,2,2,2,2.193548387096774,0.0,61,0,75.51612903225806,3.6129032258064515,0.0,0.0967741935483871,1,2,10,3.3548387096774195,0.0,0
PRV52246,67,0,67,0.0,47,1.425531914893617,26510,395.67164179104475,3300,100.0,1.492537313432836,564.0425531914893,2,2,2,2.8059701492537314,0.0,145,0,70.16417910447761,4.552238805970149,0.0,0.208955223880597,1,3,10,2.626865671641791,0.0,0
PRV52247,49,0,49,0.0,48,1.0208333333333333,10890,222.24489795918367,2800,80.0,1.6326530612244898,226.875,3,2,3,3.306122448979592,0.0,133,0,73.18367346938776,4.428571428571429,0.0,0.12244897959183673,1,1,10,0.7346938775510204,0.0,0
PRV52248,24,0,24,0.0,21,1.1428571428571428,12750,531.25,3300,110.0,4.583333333333333,607.1428571428571,2,2,2,2.7083333333333335,0.0,53,0,76.20833333333333,4.666666666666667,0.041666666666666664,0.375,1,1,10,4.208333333333333,0.0,0
PRV52249,47,0,47,0.0,41,1.146341463414634,25480,542.1276595744681,3300,80.0,1.702127659574468,621.4634146341464,3,3,3,3.1914893617021276,0.0,121,0,78.06382978723404,4.723404255319149,0.0,0.425531914893617,1,2,10,4.425531914893617,0.0,0
PRV52251,4,0,4,0.0,4,1.0,270,67.5,100,0.0,0.0,67.5,2,0,1,1.75,0.0,7,0,59.75,5.25,0.0,0.0,1,1,10,0.0,0.0,0
PRV52252,26,0,26,0.0,26,1.0,2130,81.92307692307692,500,70.0,2.6923076923076925,81.92307692307692,2,1,1,2.269230769230769,0.0,51,0,76.6923076923077,4.8076923076923075,0.038461538461538464,0.07692307692307693,1,1,10,1.3076923076923077,0.0,0
PRV52253,1,0,1,0.0,1,1.0,80,80.0,80,0.0,0.0,80.0,1,1,0,3.0,0.0,3,0,77.0,4.0,0.0,0.0,1,1,10,0.0,0.0,0
PRV52254,31,0,31,0.0,30,1.0333333333333334,3960,127.74193548387096,1100,50.0,1.6129032258064515,132.0,1,1,1,2.6451612903225805,0.0,75,0,73.7741935483871,4.064516129032258,0.0,0.0967741935483871,1,1,10,2.806451612903226,0.0,0
PRV52255,10,0,10,0.0,7,1.4285714285714286,720,72.0,200,0.0,0.0,102.85714285714286,1,1,1,2.4,0.0,24,0,76.0,5.7,0.0,0.2,1,1,10,0.1,0.0,0
PRV52256,1,0,1,0.0,1,1.0,50,50.0,50,0.0,0.0,50.0,1,0,1,3.0,0.0,3,0,72.0,5.0,0.0,0.0,1,1,10,0.0,0.0,0
PRV52257,15,0,15,0.0,14,1.0714285714285714,4440,296.0,2100,0.0,0.0,317.14285714285717,1,1,0,2.2666666666666666,0.0,32,0,72.13333333333334,4.333333333333333,0.0,0.3333333333333333,1,1,10,2.2666666666666666,0.0,0
PRV52260,63,0,63,0.0,62,1.0161290322580645,12880,204.44444444444446,2500,50.0,0.7936507936507936,207.74193548387098,3,4,2,2.984126984126984,0.0,155,0,75.92063492063492,3.6984126984126986,0.015873015873015872,0.031746031746031744,1,1,10,1.3492063492063493,0.0,0
PRV52261,1,0,1,0.0,1,1.0,200,200.0,200,0.0,0.0,200.0,1,1,0,1.0,0.0,1,0,73.0,2.0,0.0,0.0,1,1,10,0.0,0.0,0
PRV52262,112,0,112,0.0,92,1.2173913043478262,27840,248.57142857142858,3300,140.0,1.25,302.60869565217394,2,2,2,2.75,0.0,218,0,74.71428571428571,4.366071428571429,0.008928571428571428,0.09821428571428571,2,2,10,0.8125,0.0,0
PRV52263,3,0,3,0.0,3,1.0,630,210.0,400,0.0,0.0,210.0,2,2,1,7.0,0.0,19,0,73.66666666666667,5.666666666666667,0.0,0.0,1,1,10,0.0,0.0,0
PRV52264,25,0,25,0.0,21,1.1904761904761905,4420,176.8,1100,20.0,0.8,210.47619047619048,2,1,2,2.36,0.0,52,0,77.64,4.4,0.04,0.28,1,1,10,0.04,0.0,0
PRV52265,30,30,0,1.0,27,1.1111111111111112,260000,8666.666666666666,31000,30972.0,1068.0,9629.62962962963,2,6,2,8.466666666666667,0.6666666666666666,170,18,72.5,6.4,0.0,0.16666666666666666,1,3,10,4.733333333333333,4.733333333333333,0
PRV52266,37,37,0,1.0,30,1.2333333333333334,460400,12443.243243243243,57000,37380.0,1068.0,15346.666666666666,2,2,2,8.135135135135135,0.7567567567567568,197,22,70.45945945945945,6.0,0.0,0.13513513513513514,2,5,10,7.45945945945946,7.702702702702703,0
PRV52267,10,10,0,1.0,10,1.0,78900,7890.0,15000,10680.0,1068.0,7890.0,4,2,3,7.9,1.1,65,10,79.4,5.4,0.0,0.1,1,3,10,4.9,4.9,0
PRV52271,19,0,19,0.0,19,1.0,3760,197.89473684210526,1900,50.0,2.6315789473684212,197.89473684210526,1,1,1,2.263157894736842,0.0,41,0,73.0,4.578947368421052,0.0,0.21052631578947367,1,4,10,1.105263157894737,0.0,0
PRV52272,8,0,8,0.0,8,1.0,4210,526.25,3300,0.0,0.0,526.25,1,0,1,3.0,0.0,22,0,80.0,5.125,0.0,0.375,1,2,10,0.0,0.0,0
PRV52273,11,0,11,0.0,11,1.0,4380,398.1818181818182,2700,40.0,3.6363636363636362,398.1818181818182,8,2,2,1.3636363636363635,0.0,15,0,69.0,5.909090909090909,0.0,0.2727272727272727,1,2,10,0.0,0.0,0
PRV52274,38,0,38,0.0,17,2.235294117647059,7800,205.26315789473685,1200,10.0,0.2631578947368421,458.8235294117647,2,2,1,2.8947368421052633,0.0,92,0,78.23684210526316,4.131578947368421,0.0,0.10526315789473684,1,2,10,0.7368421052631579,0.0,0
PRV52275,101,0,101,0.0,57,1.7719298245614035,27220,269.5049504950495,3300,270.0,2.6732673267326734,477.5438596491228,1,1,1,2.8613861386138613,0.0,209,0,74.32673267326733,4.891089108910891,0.019801980198019802,0.2376237623762376,1,5,10,0.9603960396039604,0.0,0
PRV52276,68,0,68,0.0,62,1.096774193548387,17750,261.02941176470586,2300,330.0,4.852941176470588,286.2903225806452,1,1,1,3.073529411764706,0.0,157,0,73.95588235294117,4.1911764705882355,0.0,0.23529411764705882,2,3,10,1.4558823529411764,0.0,0
PRV52278,16,16,0,1.0,16,1.0,235000,14687.5,57000,17088.0,1068.0,14687.5,4,4,1,7.4375,0.5625,97,9,79.0625,5.8125,0.0,0.0625,1,4,10,5.6875,5.6875,0
PRV52279,83,82,1,0.9879518072289156,77,1.077922077922078,783300,9437.349397590362,57000,85440.0,1054.8148148148148,10172.727272727272,3,2,2,7.9156626506024095,0.5662650602409639,315,35,72.12048192771084,6.120481927710843,0.012048192771084338,0.3253012048192771,1,2,10,5.481927710843373,5.573170731707317,0
PRV52280,41,41,0,1.0,38,1.0789473684210527,395000,9634.146341463415,34000,42720.0,1068.0,10394.736842105263,4,5,1,8.170731707317072,0.7560975609756098,214,28,74.92682926829268,5.414634146341464,0.0,0.1951219512195122,2,6,10,7.2682926829268295,7.2682926829268295,1
PRV52281,41,41,0,1.0,41,1.0,408000,9951.219512195123,44000,43788.0,1068.0,9951.219512195123,2,1,1,7.585365853658536,0.8292682926829268,184,29,75.51219512195122,5.682926829268292,0.0,0.2926829268292683,1,6,10,4.7560975609756095,4.7560975609756095,0
PRV52282,6,6,0,1.0,6,1.0,77000,12833.333333333334,23000,5340.0,1068.0,12833.333333333334,1,1,0,8.333333333333334,1.1666666666666667,44,7,74.0,5.666666666666667,0.0,0.16666666666666666,1,1,10,6.0,6.0,0
PRV52283,66,66,0,1.0,54,1.2222222222222223,594700,9010.60606060606,61000,69420.0,1068.0,11012.962962962964,4,2,0,8.272727272727273,0.696969696969697,290,39,73.46969696969697,6.151515151515151,0.030303030303030304,0.3181818181818182,1,4,10,4.9393939393939394,4.9393939393939394,1
PRV52284,39,0,39,0.0,32,1.21875,5320,136.4102564102564,500,180.0,4.615384615384615,166.25,1,1,1,2.8974358974358974,0.0,94,0,72.66666666666667,4.589743589743589,0.0,0.2564102564102564,1,5,10,1.7179487179487178,0.0,0
PRV52285,19,19,0,1.0,19,1.0,144000,7578.9473684210525,30000,19224.0,1068.0,7578.9473684210525,4,2,2,7.7894736842105265,0.47368421052631576,117,9,79.84210526315789,5.2631578947368425,0.0,0.21052631578947367,1,2,10,5.894736842105263,5.894736842105263,0
PRV52286,5,5,0,1.0,5,1.0,90000,18000.0,44000,5340.0,1068.0,18000.0,2,1,0,7.6,1.0,37,5,72.8,5.2,0.0,0.4,1,1,10,3.4,3.4,0
PRV52288,13,0,13,0.0,12,1.0833333333333333,2810,216.15384615384616,1100,0.0,0.0,234.16666666666666,1,1,1,2.5384615384615383,0.0,32,0,78.53846153846153,5.076923076923077,0.0,0.23076923076923078,1,4,10,0.07692307692307693,0.0,0
PRV52289,4,4,0,1.0,4,1.0,18000,4500.0,7000,4272.0,1068.0,4500.0,1,1,0,7.5,0.25,26,1,76.5,5.0,0.0,0.25,3,3,41,3.25,3.25,0
PRV52290,10,10,0,1.0,10,1.0,68000,6800.0,10000,10680.0,1068.0,6800.0,3,3,1,8.9,0.5,73,5,79.2,5.9,0.0,0.3,1,5,10,3.1,3.1,0
PRV52291,18,17,1,0.9444444444444444,17,1.0588235294117647,128000,7111.111111111111,23000,18156.0,1008.6666666666666,7529.411764705882,2,1,0,7.888888888888889,0.7222222222222222,115,12,73.22222222222223,5.333333333333333,0.05555555555555555,0.3333333333333333,1,2,10,4.388888888888889,4.647058823529412,0
PRV52292,25,25,0,1.0,25,1.0,303000,12120.0,34000,26700.0,1068.0,12120.0,3,5,1,7.64,0.88,140,18,75.36,5.6,0.0,0.36,2,6,10,7.2,7.2,1
PRV52293,7,0,7,0.0,7,1.0,4170,595.7142857142857,3300,0.0,0.0,595.7142857142857,2,2,2,2.857142857142857,0.0,20,0,81.42857142857143,3.857142857142857,0.0,0.14285714285714285,1,4,10,3.0,0.0,0
PRV52294,7,7,0,1.0,7,1.0,54000,7714.285714285715,15000,7476.0,1068.0,7714.285714285715,1,1,0,8.0,1.0,48,6,79.42857142857143,5.428571428571429,0.0,0.42857142857142855,1,1,10,4.571428571428571,4.571428571428571,0
PRV52295,5,5,0,1.0,5,1.0,19000,3800.0,5000,5340.0,1068.0,3800.0,3,2,0,8.0,0.4,36,2,81.6,4.0,0.0,0.0,2,2,10,5.2,5.2,0
