Provider,total_claims,inpatient_claims,outpatient_claims,inpatient_ratio,total_beneficiaries,claims_per_beneficiary,total_reimbursement,mean_reimbursement,max_reimbursement,total_deductible,mean_deductible,reimbursement_per_beneficiary,unique_attending,unique_operating,unique_other,mean_diagnosis_count,mean_procedure_count,unique_diagnosis_codes,unique_procedure_codes,mean_patient_age,mean_patient_chronic_conds,patient_death_rate,renal_disease_rate,unique_states,unique_counties,primary_state,mean_claim_duration,mean_admission_duration,PotentialFraud,provider_type,peer_group,peer_median_reimbursement,peer_median_claims,peer_median_beneficiaries,reimbursement_ratio,claims_ratio,beneficiary_ratio,reimbursement_ratio_score,claims_ratio_score,beneficiary_ratio_score,robust_z_total_reimbursement,robust_z_total_claims,robust_z_claims_per_beneficiary,robust_z_reimbursement_score,robust_z_claims_score,robust_z_cpb_score,reimbursement_percentile,claims_percentile,beneficiary_percentile,ml_score,statistical_score,peer_score,risk_score,risk_level
PRV52399,434,0,434,0.0,277,1.5667870036101084,118800,273.7327188940092,3300,1150.0,2.6497695852534564,428.8808664259928,6,5,5,2.5737327188940093,0.0,631,0,71.21889400921658,4.407834101382488,0.0023041474654377,0.2004608294930875,2,12,11,0.543778801843318,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,3.787057698437998,6.027777777777778,5.653061224489796,92.90192328126659,100.0,100.0,3.5450604053297345,10.454606771887226,3.1954988152682695,70.9012081065947,100.0,63.90997630536539,80.51756007393716,95.12939001848429,95.26802218114602,5.973015808785199,78.27039480398669,97.63397442708886,55.16051709283674,Medium
PRV52400,231,0,231,0.0,120,1.925,64710,280.12987012987014,3300,510.0,2.207792207792208,539.25,7,7,6,2.6493506493506493,0.0,392,0,73.41558441558442,4.683982683982684,0.0086580086580086,0.1601731601731601,2,11,11,1.770562770562771,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,2.062798852406758,3.2083333333333335,2.4489795918367347,35.426628413558596,73.61111111111111,48.29931972789116,1.6080704833711978,5.188390457512271,5.641356876122149,32.16140966742395,100.0,100.0,70.48059149722735,90.12939001848429,86.55268022181146,4.329828890561002,77.38713655580798,52.4456864175203,40.681778448222886,Medium
PRV52401,141,4,137,0.0283687943262411,54,2.611111111111111,78400,556.0283687943263,36000,5002.0,35.47517730496454,1451.851851851852,24,12,17,2.702127659574468,0.0212765957446808,272,3,73.70212765957447,4.560283687943262,0.0,0.2340425531914893,2,8,11,1.0425531914893618,4.25,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,2.4992030602486452,1.9583333333333333,1.1020408163265305,49.97343534162151,31.944444444444443,3.4013605442176833,2.09831622253948,2.853614751631749,10.326084701926623,41.96632445078959,57.072295032634976,100.0,73.80776340110906,83.66913123844732,70.73012939001848,7.775561425777094,66.34620649447486,28.43974677676121,31.546010551681654,Medium
PRV52402,209,57,152,0.2727272727272727,185,1.1297297297297295,577120,2761.33971291866,52000,60238.0,289.6057692307692,3119.5675675675675,1,1,1,4.253588516746412,0.1818181818181818,472,30,73.2822966507177,4.827751196172249,0.0143540669856459,0.2200956937799043,6,30,1,2.215311004784689,5.456140350877193,0,Inpatient-heavy,Inpatient-heavy_1,114710.0,33.0,26.0,5.031121959724523,6.333333333333333,7.115384615384615,100.0,100.0,100.0,19.957728570092844,4.617667507185922,0.2112964910967845,100.0,92.35335014371844,4.22592982193569,96.19223659889094,88.90018484288355,91.75600739371535,21.49376948015336,65.52642665521805,100.0,58.255435788626755,Medium
PRV52403,216,2,214,0.0092592592592592,84,2.571428571428572,62760,290.55555555555554,10000,2616.0,12.11111111111111,747.1428571428571,25,14,22,2.828703703703704,0.0046296296296296,389,1,67.88425925925925,4.199074074074074,0.0185185185185185,0.162037037037037,3,14,11,1.601851851851852,4.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,2.0006375518010837,3.0,1.7142857142857142,33.35458506003612,66.66666666666666,23.809523809523807,1.5382400092018662,4.79926117319885,10.055134567409306,30.764800184037323,95.98522346397701,100.0,69.9815157116451,89.28835489833642,80.31423290203327,9.613765045961049,75.58334121600478,41.2769251787422,38.90358593680851,Medium
PRV52404,27,7,20,0.2592592592592592,26,1.0384615384615383,60610,2244.814814814815,18000,7636.0,282.81481481481484,2331.153846153846,11,2,4,3.3703703703703702,0.074074074074074,73,2,75.4074074074074,4.185185185185185,0.0,0.1111111111111111,2,10,11,2.6296296296296298,7.428571428571429,0,Inpatient-heavy,Inpatient-heavy_11,132640.0,33.5,28.0,0.4569511459589867,0.8059701492537313,0.9285714285714286,0.0,0.0,0.0,1.4612474351177314,-0.10376780915024542,-0.4118775521751931,29.224948702354624,0.0,0.0,69.37153419593346,46.6543438077634,51.34011090573013,5.842642149279058,9.74164956745154,0.0,5.259551729947086,Low
PRV52405,89,22,67,0.247191011235955,71,1.2535211267605637,189070,2124.38202247191,29000,23606.0,265.23595505617976,2662.957746478873,17,8,9,4.0,0.146067415730337,234,13,71.10112359550561,4.707865168539326,0.0112359550561797,0.2584269662921348,3,14,1,3.067415730337079,4.0,0,Inpatient-heavy,Inpatient-heavy_1,114710.0,33.0,26.0,1.648243396390899,2.696969696969697,2.730769230769231,21.608113213029963,56.56565656565656,57.6923076923077,6.061464210395853,1.5046332326785585,1.0565371421720922,100.0,30.092664653571173,21.130742843441844,87.06099815157117,75.36044362292051,76.87615526802219,12.203370807725532,50.40780249900434,45.28869249033141,33.59029681989094,Medium
PRV52406,63,0,63,0.0,44,1.431818181818182,13420,213.015873015873,2800,130.0,2.063492063492064,305.0,8,5,7,2.8095238095238093,0.0,142,0,70.65079365079364,3.7777777777777777,0.0317460317460317,0.0952380952380952,1,11,11,0.984126984126984,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.42779725852725536,0.875,0.8979591836734694,0.0,0.0,0.0,-0.2286500397800935,0.8301424732019633,2.2739393406800685,0.0,16.602849464039267,45.47878681360137,43.39186691312384,67.51386321626617,65.35120147874306,4.7149434627802655,20.693878759213543,0.0,8.094141012876168,Low
PRV52407,43,0,43,0.0,18,2.388888888888889,15970,371.3953488372093,4080,410.0,9.534883720930232,887.2222222222222,5,4,4,2.8372093023255816,0.0,103,0,72.97674418604652,4.325581395348837,0.0,0.3953488372093023,1,4,11,0.5348837209302325,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.5090851131654447,0.5972222222222222,0.3673469387755102,0.0,0.0,0.0,-0.13733326586635214,0.31130342745073625,8.808763948629627,0.0,6.226068549014725,100.0,46.266173752310536,57.902033271719034,41.23844731977819,4.42169486275291,35.40868951633824,0.0,12.391284800002635,Low
PRV52408,29,0,29,0.0,12,2.4166666666666665,4270,147.24137931034485,1000,80.0,2.7586206896551726,355.8333333333333,12,5,9,2.5172413793103448,0.0,70,0,69.86206896551724,4.655172413793103,0.0,0.1379310344827586,1,3,11,1.0344827586206895,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.13611730953139942,0.4027777777777778,0.24489795918367346,0.0,0.0,0.0,-0.5563161108823418,-0.05188390457512271,8.99842904279175,0.0,0.0,100.0,24.34380776340111,48.39186691312384,32.097966728280966,3.130526661302552,33.333333333333336,0.0,11.252210664521021,Low
PRV52409,16,0,16,0.0,15,1.0666666666666669,2630,164.375,700,100.0,6.25,175.33333333333334,11,5,5,2.25,0.0,34,0,72.125,4.125,0.0625,0.25,1,7,11,0.0,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.08383806184252471,0.2222222222222222,0.30612244897959184,0.0,0.0,0.0,-0.6150453301837283,-0.3891292843134203,-0.21929453348749517,0.0,0.0,0.0,19.01109057301294,34.36229205175601,36.737523105360445,5.1745476716125856,0.0,0.0,2.0698190686450344,Low
PRV52410,58,0,58,0.0,23,2.5217391304347827,24310,419.13793103448273,3300,0.0,0.0,1056.9565217391305,4,3,4,2.413793103448276,0.0,121,0,71.44827586206897,5.396551724137931,0.0172413793103448,0.3793103448275862,1,5,11,0.0689655172413793,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.7749442142174051,0.8055555555555556,0.46938775510204084,0.0,0.0,0.0,0.16132630058094302,0.7004327117641566,9.715857877231093,3.2265260116188603,14.00865423528313,100.0,53.80776340110906,65.36968576709796,47.7634011090573,6.088348714064778,39.078393415634,0.0,14.15885751031611,Low
PRV52411,92,0,92,0.0,51,1.803921568627451,32010,347.9347826086956,2900,420.0,4.565217391304348,627.6470588235294,1,1,1,2.467391304347826,0.0,178,0,72.15217391304348,4.521739130434782,0.0,0.1521739130434782,1,4,11,1.576086956521739,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,1.0204016576346828,1.2777777777777777,1.0408163265306123,0.6800552544894274,9.259259259259256,1.3605442176870763,0.4370671473008678,1.5824590895412427,4.814640200980183,8.741342946017356,31.649181790824855,96.29280401960368,58.57670979667283,76.01663585951941,69.21441774491683,2.513166948010192,45.561109585481965,3.7666195771452533,15.803585527992242,Low
PRV52412,63,0,63,0.0,40,1.575,20340,322.85714285714283,3300,70.0,1.1111111111111112,508.5,3,4,2,2.793650793650793,0.0,140,0,69.3015873015873,4.031746031746032,0.0,0.1111111111111111,1,6,11,1.5396825396825398,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.6483901817022633,0.875,0.8163265306122449,0.0,0.0,0.0,0.01915861727209867,0.8301424732019633,3.2515766896793807,0.3831723454419734,16.602849464039267,65.03153379358761,50.4898336414048,67.51386321626617,63.06839186691312,2.663463730176488,27.339185201022953,0.0,9.26714105237748,Low
PRV52414,132,0,132,0.0,59,2.23728813559322,43600,330.3030303030303,3300,550.0,4.166666666666667,738.9830508474577,7,7,5,2.522727272727273,0.0,255,0,70.21212121212122,4.181818181818182,0.0075757575757575,0.2196969696969697,2,6,11,1.446969696969697,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,1.3898629263627669,1.8333333333333333,1.2040816326530612,12.995430878758896,27.777777777777775,6.802721088435375,0.8521108373637156,2.620137181043697,7.773642587270235,17.042216747274313,52.402743620873935,100.0,63.622920517560075,82.56007393715342,72.85582255083179,3.4257064323757485,56.48165345604942,15.858643248324015,23.072371584262328,Low
PRV52415,41,0,41,0.0,13,3.1538461538461537,7500,182.9268292682927,2000,390.0,9.51219512195122,576.9230769230769,6,5,5,3.048780487804878,0.0,103,0,64.8048780487805,3.804878048780488,0.0,0.073170731707317,1,5,11,1.0731707317073171,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.23908192540643927,0.5694444444444444,0.2653061224489796,0.0,0.0,0.0,-0.4406481972582694,0.25941952287561354,14.031848849401976,0.0,5.188390457512271,100.0,33.86321626617375,56.70055452865065,33.78927911275416,7.840669512356616,35.06279681917076,0.0,13.655106850693873,Low
PRV52416,42,0,42,0.0,22,1.9090909090909087,9650,229.7619047619048,1000,230.0,5.476190476190476,438.6363636363636,2,2,2,2.8095238095238093,0.0,101,0,72.45238095238095,2.857142857142857,0.0,0.0238095238095238,1,4,11,0.1428571428571428,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.30761874402295186,0.5833333333333334,0.4489795918367347,0.0,0.0,0.0,-0.3636556231741346,0.2853614751631749,5.532730504011112,0.0,5.707229503263498,100.0,37.77264325323475,57.32902033271719,46.58964879852125,4.7929213473292664,35.2357431677545,0.0,12.487891489258056,Low
PRV52417,20,0,20,0.0,7,2.857142857142857,4210,210.5,1100,120.0,6.0,601.4285714285714,1,1,1,2.45,0.0,41,0,77.6,5.75,0.0,0.2,1,3,11,2.05,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.13420465412814792,0.2777777777777778,0.14285714285714285,0.0,0.0,0.0,-0.5584647408567828,-0.2853614751631749,12.005975535934011,0.0,0.0,100.0,24.11275415896488,39.23290203327172,21.524953789279113,5.793830923642304,33.333333333333336,0.0,12.317532369456922,Low
PRV52418,35,0,35,0.0,24,1.4583333333333333,7730,220.8571428571429,1700,150.0,4.285714285714286,322.0833333333333,5,3,3,2.3714285714285714,0.0,68,0,71.31428571428572,4.057142857142857,0.0,0.1428571428571428,1,5,11,1.4285714285714286,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.24641377111890342,0.4861111111111111,0.4897959183673469,0.0,0.0,0.0,-0.43241178235624567,0.10376780915024542,2.4549832941984575,0.0,2.0753561830049083,49.09966588396915,34.32532347504621,53.077634011090566,48.93715341959334,2.2253906305491657,17.058340688991354,0.0,6.0076584589170725,Low
PRV52419,112,5,107,0.0446428571428571,34,3.294117647058824,113470,1013.125,32000,4542.0,40.91891891891892,3337.3529411764707,14,11,10,3.0982142857142856,0.0892857142857142,229,10,73.08928571428571,5.678571428571429,0.0,0.3571428571428571,2,8,11,2.919642857142857,8.8,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,3.6171501434491553,1.5555555555555556,0.6938775510204082,87.23833811497185,18.51851851851852,0.0,3.354190442600228,2.10129813529247,14.98961466426592,67.08380885200455,42.0259627058494,100.0,79.68576709796673,79.37153419593346,58.613678373382626,14.343811564541125,69.70325718595132,35.25228554449679,37.224187444950886,Medium
PRV52420,141,0,141,0.0,47,3.0,78050,553.5460992907801,11080,100.0,0.7092198581560284,1660.6382978723404,3,3,3,2.971631205673759,0.0,275,0,73.8936170212766,4.921985815602837,0.0141843971631205,0.3120567375886525,1,6,11,3.234042553191489,0.0,1,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,2.488045903729678,1.9583333333333333,0.9591836734693877,49.60153012432259,31.944444444444443,0.0,2.085782547688574,2.853614751631749,12.981396020196366,41.71565095377148,57.072295032634976,100.0,73.65988909426987,83.66913123844732,67.06099815157116,21.02428762485128,66.26264866213548,27.181991522922345,36.443107105457855,Medium
PRV52421,95,0,95,0.0,63,1.507936507936508,33550,353.1578947368421,3300,200.0,2.1052631578947367,532.5396825396825,6,4,6,2.5473684210526315,0.0,173,0,70.88421052631578,3.852631578947368,0.0105263157894736,0.1473684210526315,2,7,11,2.0105263157894737,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,1.0694931463181383,1.3194444444444444,1.2857142857142858,2.31643821060461,10.648148148148147,9.523809523809527,0.49221531664485274,1.6602849464039267,2.793670962345109,9.844306332897053,33.20569892807853,55.87341924690218,59.31608133086876,76.57116451016635,74.4731977818854,3.630405100896792,32.974474835959256,7.496131960854096,13.593344079402723,Low
PRV52422,58,0,58,0.0,33,1.7575757575757576,26400,455.1724137931034,7200,300.0,5.172413793103448,800.0,7,5,7,2.7241379310344827,0.0,128,0,71.62068965517241,4.586206896551724,0.0,0.3448275862068966,1,6,11,2.8448275862068964,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.8415683774306663,0.8055555555555556,0.673469387755102,0.0,0.0,0.0,0.23617024469063688,0.7004327117641566,4.498193626763163,4.723404893812737,14.00865423528313,89.96387253526325,55.48983364140481,65.36968576709796,57.902033271719034,4.9867466908505795,36.231977221453036,0.0,12.864291842776142,Low
PRV52423,54,0,54,0.0,30,1.8,11480,212.59259259259255,3000,180.0,3.333333333333333,382.6666666666667,7,6,7,2.814814814814815,0.0,117,0,71.5,4.62962962962963,0.0,0.1111111111111111,2,9,11,1.2222222222222223,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.36595473382212307,0.75,0.6122448979591837,0.0,0.0,0.0,-0.2981224089536849,0.5966649026139111,4.787863952392589,0.0,11.933298052278223,95.75727904785178,40.79482439926063,63.539741219963034,55.36968576709796,2.9296019978966292,35.896859033376664,0.0,11.940898509171651,Low
PRV52425,23,0,23,0.0,8,2.875,3570,155.2173913043478,1200,70.0,3.0434782608695654,446.25,3,2,2,2.608695652173913,0.0,55,0,74.04347826086956,5.260869565217392,0.0,0.2608695652173913,1,3,11,0.0,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.11380299649346509,0.3194444444444444,0.16326530612244897,0.0,0.0,0.0,-0.5813834605841531,-0.20753561830049083,12.127903096466806,0.0,0.0,100.0,22.079482439926064,42.606284658040664,24.131238447319777,4.353733536371569,33.333333333333336,0.0,11.741493414548628,Low
PRV52427,19,3,16,0.1578947368421052,12,1.5833333333333333,36850,1939.4736842105265,18000,3204.0,168.6315789473684,3070.833333333333,9,3,4,3.631578947368421,0.0,62,0,71.15789473684211,4.7368421052631575,0.0,0.0526315789473684,1,4,11,1.5263157894736843,3.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,1.1746891934969717,0.2638888888888889,0.24489795918367346,5.822973116565722,0.0,0.0,0.6103899652391063,-0.31130342745073625,3.3084762179280176,12.207799304782126,0.0,66.16952435856035,60.92421441774491,38.068391866913124,32.097966728280966,6.615873809133104,26.125774554447492,1.9409910388552405,11.066379201644061,Low
PRV52431,63,0,63,0.0,36,1.75,23850,378.57142857142856,2600,150.0,2.380952380952381,662.5,1,1,0,2.619047619047619,0.0,128,0,70.65079365079364,5.079365079365079,0.0,0.1904761904761904,1,6,11,3.3968253968253967,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.7602805227924769,0.875,0.7346938775510204,0.0,0.0,0.0,0.14485347077689556,0.8301424732019633,4.446466782900765,2.897069415537911,16.602849464039267,88.92933565801529,53.29944547134935,67.51386321626617,60.0184842883549,5.372543187254152,36.14308484586416,0.0,12.99194272866091,Low
PRV52432,58,0,58,0.0,27,2.1481481481481484,12780,220.3448275862069,3300,220.0,3.793103448275862,473.3333333333333,2,1,2,2.6206896551724137,0.0,122,0,72.62068965517241,4.086206896551724,0.0,0.0862068965517241,2,4,11,1.2241379310344829,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.40739560089257254,0.8055555555555556,0.5510204081632653,0.0,0.0,0.0,-0.2515687595074638,0.7004327117641566,7.16499979922455,0.0,14.00865423528313,100.0,42.57855822550832,65.36968576709796,52.56931608133086,2.793937158099949,38.00288474509438,0.0,12.518440286768293,Low
PRV52433,85,0,85,0.0,62,1.3709677419354838,22060,259.52941176470586,2700,170.0,2.0,355.80645161290323,4,2,3,2.3294117647058825,0.0,165,0,77.69411764705882,4.08235294117647,0.0,0.1411764705882353,3,19,11,0.9058823529411764,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.7032196365954734,1.1805555555555556,1.2653061224489797,0.0,6.01851851851852,8.84353741496599,0.08075267653940654,1.4008654235283131,1.8584559819143565,1.6150535307881309,28.01730847056626,37.16911963828713,51.91312384473198,74.28835489833642,74.05730129390018,8.786133893308035,22.267160546547174,4.954018644494837,11.680807314635818,Low
PRV52434,2,0,2,0.0,2,1.0,90,45.0,90,0.0,0.0,45.0,1,0,1,2.5,0.0,5,0,91.5,4.5,0.0,0.0,1,2,11,0.0,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.0028689831048772712,0.027777777777777776,0.04081632653061224,0.0,0.0,0.0,-0.7060039991017295,-0.7523166163392793,-0.6744907594765953,0.0,0.0,0.0,2.7356746765249538,6.293900184842884,6.608133086876156,6.982483685076785,0.0,0.0,2.7929934740307143,Low
PRV52435,70,0,70,0.0,25,2.8,20420,291.7142857142857,2500,380.0,5.428571428571429,816.8,10,9,10,2.4,0.0,141,0,72.65714285714286,3.7714285714285714,0.0,0.1571428571428571,1,5,11,2.1,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.6509403889065987,0.9722222222222222,0.5102040816326531,0.0,0.0,0.0,0.022023457238019968,1.011736139214893,11.615807342229068,0.44046914476039933,20.23472278429786,100.0,50.609981515711645,70.06469500924214,50.157116451016634,5.400924966820713,40.22506397635275,0.0,14.227889179634111,Low
PRV52436,44,0,44,0.0,22,2.0,9980,226.8181818181818,2400,60.0,1.3636363636363635,453.6363636363636,7,2,6,2.590909090909091,0.0,98,0,63.04545454545455,4.431818181818182,0.0,0.0681818181818181,1,6,11,1.5909090909090908,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.3181383487408352,0.6111111111111112,0.4489795918367347,0.0,0.0,0.0,-0.3518381583147092,0.3372453797382976,6.153452630359885,0.0,6.744907594765952,100.0,38.3271719038817,58.50277264325323,46.58964879852125,5.580725069339555,35.581635864921985,0.0,12.906780787212417,Low
PRV52437,43,0,43,0.0,26,1.6538461538461535,11050,256.9767441860465,2400,40.0,0.9302325581395348,425.0,11,4,11,2.302325581395349,0.0,85,0,74.04651162790698,4.744186046511628,0.0,0.2790697674418604,1,8,11,0.2558139534883721,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.3522473700988205,0.5972222222222222,0.5306122448979592,0.0,0.0,0.0,-0.3135209237705119,0.31130342745073625,3.789933764647255,0.0,6.226068549014725,75.79867529294509,40.31423290203327,57.902033271719034,51.34011090573013,3.7847779469558147,27.341581280653273,0.0,9.716385562978308,Low
PRV52439,121,0,121,0.0,64,1.890625,29520,243.96694214876032,3300,320.0,2.644628099173554,461.25,1,1,1,2.4297520661157024,0.0,216,0,73.27272727272727,4.256198347107438,0.0165289256198347,0.1652892561983471,1,3,11,0.5785123966942148,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.941026458399745,1.6805555555555556,1.3061224489795917,0.0,22.685185185185187,10.204081632653057,0.3478990033615674,2.334775705880522,5.40664632209652,6.957980067231348,46.69551411761044,100.0,57.301293900184845,80.99815157116451,74.81515711645102,2.9790362588348382,51.21783139494727,10.963088939279416,19.845890603801937,Low
PRV52440,12,0,12,0.0,8,1.5,4980,415.0,1700,200.0,16.666666666666668,622.5,1,1,1,3.4166666666666665,0.0,41,0,77.83333333333333,4.916666666666667,0.0,0.1666666666666666,1,3,11,2.9166666666666665,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.15875039846987568,0.16666666666666666,0.16326530612244897,0.0,0.0,0.0,-0.5308906561847903,-0.4928970934636658,2.739480935441645,0.0,0.0,54.7896187088329,26.719038817005547,28.78927911275416,24.131238447319777,4.990826094555127,18.263206236277632,0.0,7.475292308705341,Low
PRV52441,94,0,94,0.0,53,1.7735849056603774,20410,217.12765957446808,3300,670.0,7.127659574468085,385.0943396226415,1,1,1,2.627659574468085,0.0,197,0,72.75531914893617,4.851063829787234,0.0,0.3191489361702128,2,4,11,1.0425531914893618,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.6506216130060567,1.3055555555555556,1.0816326530612246,0.0,10.185185185185187,2.7210884353741527,0.021665352242279806,1.6343429941163654,4.6075031836044555,0.4333070448455961,32.686859882327305,92.15006367208912,50.57301293900185,76.39556377079482,70.25878003696859,3.1480480699735205,41.75674353308734,4.302091206853113,15.076869649971544,Low
PRV52443,1,0,1,0.0,1,1.0,10,10.0,10,0.0,0.0,10.0,1,0,0,1.0,0.0,1,0,92.0,3.0,0.0,0.0,1,1,11,0.0,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.000318775900541919,0.013888888888888888,0.02040816326530612,0.0,0.0,0.0,-0.7088688390676507,-0.7782585686268406,-0.6744907594765953,0.0,0.0,0.0,0.44362292051756,2.2273567467652495,2.3475046210720887,9.942004976991791,0.0,0.0,3.9768019907967167,Low
PRV52445,5,5,0,1.0,5,1.0,102000,20400.0,43000,5340.0,1068.0,20400.0,3,3,1,7.6,1.0,36,5,71.4,6.2,0.0,0.4,2,3,1,8.2,8.2,1,Inpatient-heavy,Inpatient-heavy_1,114710.0,33.0,26.0,0.8891988492720774,0.15151515151515152,0.19230769230769232,0.0,0.0,0.0,2.943444012486262,-0.6744907594765952,-0.6744907594765953,58.868880249725244,0.0,0.0,77.77264325323475,14.972273567467653,16.062846580406653,32.266388222423515,19.622960083241747,0.0,18.793443313941932,Low
PRV52446,10,10,0,1.0,10,1.0,129000,12900.0,57000,10680.0,1068.0,12900.0,1,2,1,7.9,0.8,62,7,60.8,5.3,0.0,0.2,1,3,11,7.3,7.3,0,Inpatient-heavy,Inpatient-heavy_11,132640.0,33.5,28.0,0.9725572979493365,0.29850746268656714,0.35714285714285715,0.0,0.0,0.0,3.9103275009846996,-0.5447809980387884,-0.6744907594765953,78.20655001969399,0.0,0.0,81.82994454713494,25.619223659889094,28.382624768946396,16.371108274847813,26.068850006564663,0.0,14.369098311908523,Low
PRV52448,2,0,2,0.0,2,1.0,170,85.0,100,0.0,0.0,85.0,2,0,0,1.5,0.0,3,0,91.0,4.0,0.0,0.0,1,2,11,0.0,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.005419190309212623,0.027777777777777776,0.04081632653061224,0.0,0.0,0.0,-0.7031391591358082,-0.7523166163392793,-0.6744907594765953,0.0,0.0,0.0,4.186691312384474,6.293900184842884,6.608133086876156,8.101870565078869,0.0,0.0,3.2407482260315477,Low
PRV52449,6,6,0,1.0,5,1.2,126000,21000.0,61000,6408.0,1068.0,25200.0,5,4,1,8.666666666666666,1.1666666666666667,45,6,77.33333333333333,6.166666666666667,0.0,0.1666666666666666,1,2,11,6.666666666666667,6.666666666666667,0,Inpatient-heavy,Inpatient-heavy_11,132640.0,33.5,28.0,0.9499396863691194,0.1791044776119403,0.17857142857142858,0.0,0.0,0.0,3.802896002262651,-0.6485488071890338,0.6910979184907005,76.05792004525303,0.0,13.821958369814007,81.49722735674676,17.430683918669132,16.062846580406653,30.178345536690884,29.959959471689015,0.0,21.05932605618306,Low
PRV52450,298,0,298,0.0,232,1.2844827586206895,81540,273.6241610738255,4500,590.0,1.9798657718120805,351.4655172413793,14,10,9,2.7248322147651005,0.0,506,0,70.86577181208054,4.577181208053691,0.0,0.2181208053691275,1,15,11,1.3657718120805369,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,2.599298693018808,4.138888888888889,4.73469387755102,53.30995643396026,100.0,100.0,2.2107611912018905,6.926501260778882,1.2679414117699885,44.21522382403781,100.0,25.358828235399773,74.38077634011091,92.82809611829944,94.11275415896489,6.168053506814372,56.52468401981253,84.43665214465342,44.755622252065535,Medium
PRV52451,20,0,20,0.0,17,1.1764705882352942,11130,556.5,3300,20.0,1.0,654.7058823529412,1,1,1,3.1,0.0,53,0,71.75,4.65,0.0,0.05,1,5,11,2.4,0.0,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,0.35479757730315586,0.2777777777777778,0.3469387755102041,0.0,0.0,0.0,-0.3106560838045906,-0.2853614751631749,0.5304404269651368,0.0,0.0,10.608808539302736,40.37892791127541,39.23290203327172,39.83364140480592,3.043194472053794,3.536269513100912,0.0,2.278158642751791,Low
PRV52452,274,2,272,0.0072992700729927,136,2.014705882352941,87650,319.8905109489051,12000,3556.0,12.978102189781024,644.4852941176471,6,5,5,2.7262773722627736,0.0072992700729927,452,2,70.58759124087591,4.510948905109489,0.0036496350364963,0.1788321167883211,2,6,11,1.3467153284671534,5.5,0,Outpatient-heavy,Outpatient-heavy_11,31370.0,72.0,49.0,2.79407076824992,3.8055555555555554,2.7755102040816326,59.802358941664004,93.5185185185185,59.183673469387756,2.4295633435991295,6.30389440587741,6.253863562563362,48.59126687198259,100.0,100.0,75.32347504621072,92.16266173752311,88.45656192236598,8.207485338349708,82.8637556239942,70.83485030985675,49.392575915495165,Medium
